sourceWord	targetWord	minSource	maxSource	minTarget	maxTarget
basement	地下 	the basement has been made over into a workshop.	suddenly, the basement i was in started to look almost nice and warm.	地下室を仕事場に改造した。	急に、この地下室はすばらしく暖かいところのように思え始めたの。
underground passage	地下通路 	
soviet	ソビエト 	he defected to the soviet union in the 1950's.	soviet and western observers have warned that if the muslim republics do not join the commonwealth, they may from a separate group, setting up a volatile ethnic and religious split.	冷戦はソビエトの崩壊と共に終わった。	イスラム系共和国が独立国家共同体に参加しない場合、それらの国々は独自の勢力を形成し、一触即発の民族的、宗教的な亀裂を生じかねない、とソ連、西側の消息筋は警告しています。
specially (ici)	特別に（ici） 	
specialist	専門家 	a specialist has his own strength.	we regard dr. brown as the best heart specialist in the united states.	餅屋は餅屋。	私たちは、ブラウン博士を合衆国で最高の心臓病の専門医とみなしている。
(us) speciality / (gb) speciality	（米国）特殊/（gb）専門 	
specialize	専門化する 	i specialize in medieval history.	the number of students who specialize in biology will increase from now on.	私は中世史を専攻している。	前の会社では何でも屋に終始したので今度は専門職に就きたい。
show	公演 	show me.	i spent that day listening to the lonely scrapings of a pen. during that time, from time to time, i heard a java sparrow twittering. it occurred to me that maybe java sparrows twitter out of loneliness too. i walked out to the veranda to see. nevertheless, flying to and fro between two perches busily and incessantly, it did not show the slightest hint of grievance.	写真見して。	其の日は一日淋しいペンの音を聞いて暮した。其の間には折々千代々々と云う声も聞えた。文鳥も淋しいから鳴くのではなかろうかと考えた。然し縁側へ出て見ると、二本の留り木の間を、彼方へ飛んだり、此方へ飛んだり、絶間なく行きつ戻りつしている。少しも不平らしい様子はなかった。
spectacular	壮観な 	
audience	視聴者 	the audience looked bored.	when the singer appeared on stage, the audience gave him the bronx cheer, because he dumped his wife for another woman.	聴衆は爆笑した。	その歌手が舞台に現れると聴衆は彼にブーブーという野次を飛ばした。なぜなら彼は自分の妻を捨てて他の女性に乗り換えたからだ。
sphere	球 	he tried to enlarge his sphere of influence.	god is an infinite sphere whose center is everywhere and circumference is nowhere.	彼は勢力範囲を広げようとした。	神は無限の球である。その中心は到るところにあり、その円周はどこにもない。
spiral	螺旋 	
spontaneous	自発 	he made a spontaneous offer of help.	teaching spontaneous thinking is difficult in schools.	彼らは自然と急に笑い出した。	宇宙飛行士達は自然と湧き起こった拍手で迎えられた。
spontaneously	自発的に 	
stalactite	鍾乳石 	
statistics	統計 	i accommodate statistics to theory.	statistics suggest that the population of this town will double in five years.	専門家がその統計を詳細に分析した。	統計から推測すると、この町の人口は５年で２倍になるだろう。
subsidy	補助金 	many people in england would like to see the public subsidy of the monarchy abolished.	many people in england would like to see the public subsidy of the monarchy abolished.	英国では多くの人が王室への公的支出の廃止を望んでいる。	英国では多くの人が王室への公的支出の廃止を望んでいる。
subsidize	補助金 	
take over from sb	sbから引き継ぐために 	
successor	後継 	the matter of his successor is still under debate.	the matter of his successor is still under debate.	彼の後継者についての問題はまだ論争中だ。	彼の後継者についての問題はまだ論争中だ。
suggestion	提案 	may i make a suggestion about it?	there was a suggestion that the general meeting should take place in october.	君の提案は命令同然だ。	私の提案は、もっと多くの木を通りに植えようということです。
suicidal	自殺者 	
commit suicide	自殺するために 	he will commit suicide if he can't see his son.	the well-known poet attempted to commit suicide in his study.	その詩人は自分の書斎で自殺を試みた。	その著名な詩人は自分の書斎で自殺を図ろうとした。
area	範囲 	what's area 51?	the families of the factory workers need schools, hospitals, and stores, so more people come to live in the area to provide these services, and thus a city grows.	あたりは静かだ。	工場労働者の家族には学校、病院、店などが必要なので、こうした必要を満たすためにさらに多くの人々がやってくる。かくして、都市が出来てくるのである。
superlative	上手 	
stack (ici)	積み重ね（ici）へ 	
superstitious	迷い合いの 	
extra	余分 	we have no extra money.	extra special treatment is imperative to get the vessel through government red tape, so that she can leave port on time.	予備はありますか？	繁雑な手続きをすませ、船が定時に出港できるためには、特別の上にも特別なはからいが、どうしても必要である。
put up with	にするために 	i can't put up with it.	you must put up with your new post for the present. i'll find you a better place one of these days.	我慢できない。	邦夫は自分の下品なテーブルマナーをあらためようとしなかったので、我々はがまんしなければならなかった。
cut (ici)	カットする（ici） 	
delete	削除する 	please delete this file.	it's so easy to write good example sentences, that even if we accidentally delete a few good sentences in the process of getting rid of a whole lot of bad ones, i think we could drastically improve the quality of this corpus by doing a lot of deleting.	この文は削除してください。	正しい文を書くのがとても簡単なので、間違っている文を抹消しているうちに、不意に一つ、二つの正しい文を一緒に抹消してしまっていても、かまわないだと私は思います。それは、コーパス全体の質を上げられるからです。
gifted	gift 	she is a gifted artist.	some people are gifted with the ability to iron out difficulties while others are born trouble makers.	彼女は才能豊かな画家さ。	有難くも、10000hit越えのお祝いイラストを頂いてしまいました！本当にかたじけないです。
frozen	フローズン 	it's frozen hard.	the sea ice is highly variable - frozen solid during cold, calm weather and broken up in large areas of open water during storms.	彼は凍死した。	海の氷はきわめて変わりやすい——寒く風のない天候のときは固く凍っているが、嵐のときは外洋の広い水域で割れてしまう。
nickname	ニックネーム 	my nickname is "itch."	i want to play a game where a noble female knight with the nickname "light-speed" freely manipulates gravity.	私のあだ名は「イッチ」です。	彼女は赤味がかった髪の毛をしている。それで「にんじん」というあだながついている。
surprise	びっくりする 	it doesn't surprise me.	declaring war after a surprise attack is to be expected, but killing over ten thousand non-combatants with a bomb is something unheard of.	驚かせるなよ。	彼の評論は問題の表面的な分析結果を取り上げていただけだったのでクラスで最上位の成績を得たことにとても驚いた。
surprise	驚き 	it doesn't surprise me.	declaring war after a surprise attack is to be expected, but killing over ten thousand non-combatants with a bomb is something unheard of.	驚かせるなよ。	彼の評論は問題の表面的な分析結果を取り上げていただけだったのでクラスで最上位の成績を得たことにとても驚いた。
surrealist	シュールレアリスト 	
jump	ジャンプする 	jump down.	and so the two little rabbits lived together happily in the big forest; eating dandelions, playing jump the daisies, run through the clover and find the acorn all day long.	飛び降りろ！	そして、その小さなウサギの二人は大きな森の中でいっしょに幸せに暮して、たんぽぽを食べたり、ひなぎくを飛んだりクローバーを通りぬけたりオークの実を探したりして長い間暮らしました。
supervisor	監督者 	the supervisor bought a really fast machine.	my supervisor looked at the revised schedule and nodded his agreement.	監督はこの工場ではここの規則を強要した。	上司は練り直したスケジュールを見ると、ウンウンとうなずいた。
keep an eye on	目を維持するために 	keep an eye on the bags.	i haven't decided either way. i want to keep an eye on how things go.	荷物見ててね。	まだどちらと決したわけではありませんので、引き続き成り行きを見守りたいと思います。
survivor	生存者 	the sole survivor of the crash was a baby.	the sole survivor of the crash was a baby.	その墜落事故の唯一の生存者は赤ちゃんだった。	その墜落事故の唯一の生存者は赤ちゃんだった。
survive	生き残るために 	not many survive this disease.	if you consider the objective of hibernation, i think it's the response of animals trying to somehow survive the winter season with its lack of food.	この病気に勝てる人は少ない。	冬眠の目的を考えれば、冬の食料の少ない季節を何とか乗り切ろうとした生物の適応だと思うのです。
suspect	疑う 	i suspect he is ill.	my husband tells me he goes to work even on sundays and holidays but sometimes i suspect there's something fishy about his story.	容疑者は白人の女性だ。	私の夫は日曜休日も出社していると言っているけど、時にはその話が胡散臭いと思うことがあります。
hang up	ハングアップする 	may i hang up your coat?	3. if you do phone then hang up immediately, without following any instructions given.	洗濯物干してくれる？	もう電話を切らなくてはなりません。電話が空くのを待っている人がいるのです。
syllable	音節 	spanish is an open syllable language.	this is a sentence that has the syllable count of a good haiku.	この文は俳句の調べ持つ文よ。	スペイン語は開音節言語なんだ。
symbol	シンボル 	a dove is a symbol of peace.	long ago in early cultures, the ball in the game was the symbol of the sun.	ハトは平和の象徴だ。	はるか昔の初期の文化においては、競技で使われているボールは太陽を象徴していました。
symbolic	シンボリック 	the dismissal of foreign minister tanaka is symbolic of the continuing political turmoil.	even people who don't believe in the catholic church venerate the pope as a symbolic leader.	田中前外相の更迭に続く政治混乱がその象徴である。	カトリックを信じていない人々でさえ象徴的指導者として法王を敬っている。
symmetrical	対称的な 	the earth is not symmetrical about the equator.	the earth is not symmetrical about the equator.	地球は赤道に関して対称ではない。	地球は赤道に関して対称ではない。
trade unionist	労働組合医 	
synonym	シノニム 	"car" is a synonym of "automobile".	"car" is a synonym of "automobile".	「車」は「自動車」の同意語です。	「車」は「自動車」の同意語です。
synthesize	合成する 	
summarize (us)/ to summarise (gb)	（米国）/要約（gb）を要約する 	
tobacco	タバコ 	tobacco arrived.	we carry out treatments like whitening. we also do tobacco stain removal and other cleaning procedures.	今日は世界禁煙デーです。	ホワイトニングなどの治療を行います。ヤニ取りなどのクリーニングも行っています。
apron	エプロン 	i am tied to my mother's apron strings.	that young couple are still tied to their parent's apron strings.	私は母に頭が上がらない。	あの若夫婦は今でも親におんぶに抱っこだ。
pencil sharpener	鉛筆削り 	
be talented	才能があるために 	
drum	ドラム 	the drum faded away.	tom has been beating the drum for the project.	太鼓の音は遠のいていった。	トムはそのプロジェクトをずいぶん宣伝しているよ。
slice of bread	一切れのパン 	we usually have a slice of bread and a cup of coffee.	in the morning, sandra eats a slice of bread and drinks a cup of coffee.	私たちは普段はパン１枚とコーヒー１杯です。	サンドラは朝、パンとコーヒーを一杯飲みます。
tattoo	入れ墨 	she has a tattoo of a lizard on her thigh.	tom put a band-aid over his small tattoo of a spider so he would be allowed into a japanese hot spring.	彼女はももにトカゲの入れ墨がついています。	日本の温泉に入湯が許されるよう、トムは小さな蜘蛛の刺青の上にバンドエイドを貼った。
mole	モル 	that person has a mole at the side of his eye.	when converting 1 mole of ice into water, and 1 mole of water into steam, which requires more energy?	あの人は眼の横にほくろがある。	１モルの氷を水にするときと、１モルの水を水蒸気にするとき、より多くのエネルギーが必要なのは？
technology	技術 	technology progresses steadily.	from an ethical point of view, the great principle of technology is "responsibility to the present" but the new way of thinking, "responsibility to the future" has emerged.	科学技術は確実に発達している。	インターネットや携帯電話、デジタル化といった技術の進歩は、人々の意識や行動、政治への関心にどのような影響を与えているのだろうか。
technological	技術的な 	some asians seek more technological solutions.	technological innovation brought about the rapid progress of the information industry.	一部の東洋人はより技術の解決策を求める。	技術革新のおかげで、その工場の最大生産量は２倍になった。
download	ダウンロードする 	the download is complete.	if you get a smartphone, you should download skype. telephone bills are such a waste of money.	ダウンロードが完了しました。	スマホ持ってるならスカイプのアプリを入れたらいいのに。電話代もったいないじゃん。
telepathy	テレパシー 	
television set	テレビセット 	the television set needs to be fixed.	he held off paying for the television set until the dealer fixed it.	テレビは、昔ぜいたく品だった。	彼はお店の人がテレビを取り付けてくれるまで、その代金を支払うのを延期した。
testimony	証言 	his testimony stands on facts.	if you only listen to the testimony of the victim you can't understand the full story of the incident.	彼の証言は事実に基づいている。	また、イエス御自身で、人のうちにあるものを知っておられたので、人について誰の証言も必要とされなかったからである。
temporary	一時的 	it's only a temporary fix.	as there are many absentees because of the flu, we were told that from tomorrow the classes will be temporary closed for 3 days.	一時的なものです。	リセッションは一般的傾向としては経済活動が増大している時に一時的に落ち込むことである。
tendinitis	腱炎 	
tense (ici)	時制（ici） 	
tendon	腱 	about four years ago my achilles tendon started to hurt and i was told it was achilles tendonitis.	about four years ago my achilles tendon started to hurt and i was told it was achilles tendonitis.	４年ほど前にアキレス腱が痛くなりアキレス腱炎といわれました。	４年ほど前にアキレス腱が痛くなりアキレス腱炎といわれました。
tentacle	触手 	
terminus	末尾 	
terrace	テラス 	
testosterone	テストステロン 	
suckle	吸う 	
(us) nipple/(gb) teat	（アメリカ）ニップル/（gb）乳首 	
theory	理論 	rest one's theory on facts.	in korea, there's a popular theory that says that: "if you eat a quarter of an iceberg lettuce, you will fall asleep". thus, amongst truck drivers in korea, lettuce is known as something that should not be eaten before work.	彼の理論は難解だ。	よき理論というものは、観察によればだいたいのところ誤りや不正確であるとされるような多くの予言を生み出すという事実によって特徴づけられる。
third world	第三世界 	i wonder if a third world war will break out.	the issue of third world poverty is very pressing.	第３次世界大戦が起こるのかしら。	第３世界の貧困問題は緊迫している。
stamp	切手 	he put a stamp on the letter.	i don't have a stamp collection, but i have a japanese postcard collection that i could use as an excuse to invite him.	太鼓判を押す。	私は切手のコレクションを持ってないけど、日本の葉書きのコレクションを持っている。それを口実として、彼を私の家に誘うことができると思う。
slide	滑り台 	he took a slide down the hill on his sled.	i'd get a soup plate and then slide the glass very carefully over to the edge of the table, and let the water run into the soup plate - it doesn't have to run onto the floor.	彼はそりで丘を滑り降りた。	僕ならスープ皿を持ってきて、グラスを充分に注意しながらテーブルの端まで滑らせて水をそのスープ皿に流し込むな。水は床にはこぼれない。
tolerate	容認します 	i can't tolerate his rudeness.	his pride wouldn't allow him to tolerate such insults.	彼の無作法には我慢ならない。	我々は、誰であろうとテロ活動に携わるものに寛容でいるつもりはない。
tolerant	寛大な 	i can not be tolerant of naughty children.	his parents are tolerant of his self-indulgence.	彼はほかの人の宗教心には寛大だ。	私はいたずらな子供を大目に見る事ができない。
torture	拷問 	he was subjected to torture by the police.	no one shall be subjected to torture or to cruel, inhuman or degrading treatment or punishment.	彼は警察で拷問を受けた。	何人も、拷問又は残虐な、非人道的な若しくは屈辱的な取扱若しくは刑罰を受けることはない。
torture	拷問する 	he was subjected to torture by the police.	no one shall be subjected to torture or to cruel, inhuman or degrading treatment or punishment.	彼は警察で拷問を受けた。	何人も、拷問又は残虐な、非人道的な若しくは屈辱的な取扱若しくは刑罰を受けることはない。
key (ici)	キー（ici） 	
shooting	撮影 	oh! a shooting star!	"this is the police. would you mind coming down to the station?" "w-why?" "you can't think it's not a crime to go shooting guns off in the middle of town?!"	星に願いを。	「警察だ。ちょっと署まで来てもらおうか」「な、なんで？」「こんな街中でドンパチやって罪にならないわけないだろうが！！」
tournament	トーナメント 	we have a soccer tournament in may.	he decided to play it safe and pull out of the tournament due to his injured knee.	私たちは５月にサッカーの大会があります。	彼は膝の怪我のため、大事をとってトーナメントには出場しないことにした。
right away	直ちに 	it was fortunate that he was taken to a nearby hospital right away after the accident.	when i reached the hall right away the person in charge unrelentingly said things like "this painting is certain to increase in value in the future," and i went and signed the contract.	彼が事故後ただちに近くの病院へ運ばれたのは幸いだった。	会場に着くと早速担当者に「この絵は将来必ず値が上がる」などとしつこく言われ、契約書にサインしてしまった。
draw	描く 	draw a circle.	those who choose to retire can do so as early as sixty-two, although starting to draw their social security distributions at that age would mean that the payments would be reduced by twenty percent.	鳥が描けない。	退職を選択する人々は、６２歳という若さで退職を選べるのである。もっとも、その年齢で社会保障年金を受け取り始めると、支払金額が２０％削減されてしまうことになるだろうが。
tradition	伝統 	that old tradition has disappeared.	in the "mafia" tradition of organized crime, any member who discloses its operation is sure to be rubbed out.	この伝統は代々受け継がれている。	組織犯罪の秘密結社「マフィア」のしきたりでは、その働きを洩らすものは、だれでもかならず消されることになっている。
traditional	伝統的な 	noh is a traditional japanese art.	integrative medicine refers to a many faceted medical approach that emphasises individual differences and aggressively includes the latest scientific techniques based on modern western medicine as well as various other medical systems like traditional medicine and natural medicine.	能は伝統的な日本の芸術である。	統合医療 とは、個人差を重視して、現代西洋医学を基にした科学的な先端医療から伝統医学、自然療法といったさまざまな治療法を積極的に取り入れ、多面的に組み合わせた医療です。
betray	裏切るために 	i am not going to betray you.	you are barking up the wrong tree by asking me to betray my country.	友達の信頼を決して裏切るな。	友達なんか要らない。だってどうせ裏切られるだけだもん。
sleigh ("boreal" si c'est vraiment boréal et "northern" si c'est juste la forêt du nord)	そり（ "boreal" si c'est vraimentboréalet "northern" si c'est juste laforêtdu nord） 	
path (ici)	パス（ici） 	
cut in slices	スライスを切る 	
peaceful	静かな 	never have i seen such a peaceful sight.	the act known as terrorism, that rips away from us in an instant our peaceful days of happiness, is certainly worthy of being called an enemy to all mankind.	父は昨晩安らかに死んだ。	私達の平和で幸せに満ちた日々を、一瞬で奪い去るこのテロリズムという行為は、まさに全人類にとっての敵と言えるでしょう。
transform	変換するには 	our minds transform experiences into symbols.	"oh, right, you're a werewolf, aren't you?" "i'm mixed blood, so i don't transform or anything."	私たち人間の頭は経験を表象に変える。	「そっかぁ、アルクさんはワーウルフなんですね」「俺は混血だから変身したりはしねーよ」
pierce	突き刺けるために 	if a high hill stood between a and b, it was important to decide whether the line should climb over it, pierce it with a tunnel, or make a detour to avoid it.	if a high hill stood between a and b, it was important to decide whether the line should climb over it, pierce it with a tunnel, or make a detour to avoid it.	もし高い丘がａからｂの間にあれば、路線が丘を越えて行くようにさせるか、トンネルで丘を貫いて行くようにさせるか、あるいは丘を避けて迂回路をとるようにさせるか決めるのが重要となる。	もし高い丘がａからｂの間にあれば、路線が丘を越えて行くようにさせるか、トンネルで丘を貫いて行くようにさせるか、あるいは丘を避けて迂回路をとるようにさせるか決めるのが重要となる。
perspiration	汗 	
carry	持ち運ぶ 	carry this.	throat and nose membranes hurt by dry air allow cold viruses to enter more easily. it is important to carry out sensible counter plans against the cold with heaters and against the dryness with humidifiers.	これ運んで。	乾燥した空気のせいで痛んだノドや鼻の粘膜は、風邪のウイルスが入り込みやすくなってしまいます。暖房器具で寒さ対策、加湿器で乾燥対策をしっかり行なうことが肝要です。
traumatize	トラウマイズするために 	
work	作業 	i work out.	what began 21 months ago in the depths of winter cannot end on this autumn night. this victory alone is not the change we seek. it is only the chance for us to make that change. and that cannot happen if we go back to the way things were. it can't happen without you, without a new spirit of service, a new spirit of sacrifice. so let us summon a new spirit of patriotism, of responsibility, where each of us resolves to pitch in and work harder and look after not only ourselves but each other.	運動します。	その問いかけに答えるチャンスを今、私たちは手にしました。今この時こそが、私たちの瞬間です。今この時にこそ、私たちは人々がまた仕事につけるようにしなくてはなりません。子供たちのために、チャンスの扉を開かなくてはなりません。繁栄を取り戻し、平和を推進しなくてはなりません。今この時にこそ、アメリカの夢を取り戻し、基本的な真理を再確認しなくてはなりません。大勢の中にあって、私たちはひとつなのだと。息をし続ける限り、私たちは希望をもち続けるのだと。そして疑り深く悲観し否定する声に対しては、そんなことできないという人たちに対しては、ひとつ国民の魂を端的に象徴するあの不朽の信条でもって、必ずやこう答えましょう。
cross	横切ること 	cross the street.	nordic combined is one of the winter sport events, a competition where you compete on the combination of two nordic style ski events - cross country skiing and ski jumping.	道を渡ろう。	ノルディックコンバインドは冬季スキー競技スポーツの一つで、クロスカントリースキーとスキージャンプという二つのノルディックスキー競技を組み合わせて競う競技のことである。
tribe	部族 	that tribe worships its ancestors.	the tribe worships its ancestors and speaks its own language, and speaks an unfamiliar language.	その部族は祖先を崇拝している。	エウォンド語はカメルーンに居住するエウォンド族によって話される言語である。
cheat	カンニングする 	don't cheat him.	it occurred to me that the man was trying to cheat me out of my money.	彼をだましてはいけない。	彼らは互いに盗み合いをする、だまし合うくらいは、なおさらのことだ。
throne	王位 	he came to the throne by succession.	one king after another succeeded to the throne during those few years.	彼は世襲によって王位についた。	その数年間に次々と王位が継承された。
tropical	トロピカル 	tom keeps tropical fish.	the tropical rainforests, located in a narrow region near the equator, are disappearing so fast that by the year 2000 eighty percent of them may be gone.	彼は熱帯魚を飼っている。	赤道近くの狭い地域にある熱帯雨林は、急速にその姿を消しつつあり、２０００年までにはその８０％が消滅してしまうかもしれない。
have holes	穴を開ける 	why do the five yen coin and the fifty yen coin have holes in the center?	why do the five yen coin and the fifty yen coin have holes in the center?	どうして五円玉と五十円玉の真ん中に穴があいているの？	どうして五円玉と五十円玉の真ん中に穴があいているの？
tile	タイル 	the tile which fell from the roof broke into pieces.	the tile which fell from the roof broke into pieces.	屋根から落ちてきたタイルは粉々に砕けた。	屋根から落ちてきたタイルは粉々に砕けた。
eardrum	鼓膜 	
ulcer	潰瘍 	i got a mouth ulcer again.	when you start taking medicine it begins working on symptoms, like pain, right away, but that doesn't mean that the ulcer heals right away.	胃に潰瘍が出来る。	薬を飲み始めると、すぐに痛みなどの症状はとれてきますが、すぐに潰瘍がなおるわけではありません。
uniform	ユニフォーム 	put your uniform on.	it's not as if an emissary from outer space will have slipped into school uniform and be loitering around seeking a partner.	制服を着なさい。	その制服、前カノになんちゃって女子高生プレイさせるために買ってたもんなんてバレたら・・・。
only	のみ 	only tom left.	it was about the year 2000 when i remember doing my first trip to korea. using my limited korean, i had lots of trouble asking for basic things like where the train or bus were, and even what the way was to places. i remember lots of people responding to me in english, and while i was pretty relieved at that, i’ve gotta say: people in the country right next to us, speaking a language from peoples on the other side of the world! it’s only when you look at it in that objective state of mind that you realize how strange that is.	待つしかない。	けれども私たちがどういう挑戦に直面しているのか、私はいつも必ずみなさんに正直に話します。私は必ず、皆さんの声に耳を傾けます。意見が食い違うときは、特にじっくりと。そして何よりも私は皆さんに、この国の再建に参加するようお願いします。国を建て直すとき、アメリカでは過去221年間、いつも必ず同じようにやってきた。ささくれたタコだらけの手で、ブロックを一枚一枚積み上げ、レンガを一枚一枚積み上げてきたのです。
urgent	緊急 	this is an urgent matter.	well then, it becomes a matter of urgent concern to the lurkers of this mailing list whether the guilty party confesses or not.	急いでする事がある。	さて、犯人は、告白するか否かが、沈黙するｍｌ参加者たちの焦眉の関心事となる。
ballot box (ici)	投票箱（ici） 	
use	使うために 	i use it.	"don't you think that people from english-speaking countries earn an unreasonable amount from the english language industry? since i'm japanese, i'd like to use materials exclusively made by japanese people." "but you know, you can't really tell if the english is good or not unless it's been checked by a native speaker." "what do you mean by good english!? english used by native speakers? are natives really that great, anyway?"	頭を使え。	「英語圏の人は英語産業で不当に儲けてると思わない？ 僕は日本人なんだから、日本人だけで作った教材を使いたい」「でもさ、ネイティブチェックされてないと本当にいい英語かどうか分かんないじゃん」「いい英語って何だよ。ネイティブの使う英語がいい英語？ ネイティブってそんなに偉いのかよ？」
vaccinate	予防接種に 	
valid	valid 	this is a valid point of view.	tickets are valid for just two days, including the day they are purchased on.	切符は３日間有効です。	ちゃんとした理由をいってくれなければ、君と離婚するつもりはないよ。
vampire	吸血鬼 	chris defeated the vampire knight!	a vampire can paralyze people just by looking at them.	吸血鬼は睨むだけで人を金縛りにする。	クリスはヴァンパイア・ナイトを倒した！
steam	蒸気 	steam boilers may explode.	horses used to pull road-rollers, but the steamroller arrived with the invention of the steam engine.	汽船は見えなくなった。	そしてまもなくショベルカーがやってきて、ひなぎくの花でいっぱいの丘を掘って道路をつくりはじめました。
chicken pox	水疱瘡 	i had chicken pox when i was a kid.	chicken pox is a common sickness in children.	子供の時、水疱瘡になったよ。	みずぼうそうは子供たちにとってかゆい迷惑なものだ。
the day before	前日 	i met him the day before yesterday.	there was a statement in the asahi newspaper yesterday or the day before stressing that you shouldn't quote wikipedia.	一昨日成田に着きました。	「ウィキペディアを引用するな」という主張が昨日だか一昨日だかの朝日新聞に載っていた。
retaliate	報復する 	
poisonous	有毒 	this isn't a poisonous snake.	carbon monoxide is a poisonous substance formed by the incomplete combustion of carbon compounds.	息をこらえて！毒ガスだ。	一酸化炭素とは炭素化合物の不完全燃焼で発生する有害物質です。
veranda	ベランダ 	i left some scallions out on the veranda for too long and they dried out.	i spent that day listening to the lonely scrapings of a pen. during that time, from time to time, i heard a java sparrow twittering. it occurred to me that maybe java sparrows twitter out of loneliness too. i walked out to the veranda to see. nevertheless, flying to and fro between two perches busily and incessantly, it did not show the slightest hint of grievance.	ネギをベランダに起きっぱなしにしていたら、カスカスになった。	其の日は一日淋しいペンの音を聞いて暮した。其の間には折々千代々々と云う声も聞えた。文鳥も淋しいから鳴くのではなかろうかと考えた。然し縁側へ出て見ると、二本の留り木の間を、彼方へ飛んだり、此方へ飛んだり、絶間なく行きつ戻りつしている。少しも不平らしい様子はなかった。
icy patch	氷のパッチ 	
check	チェックする 	check this.	"what happened to your nose?" "when i was backing my car up i went to check behind me, convinced that the car window was open, and bashed my face into it!"	見せてくれ。	「どうした、その鼻？」「車をバックする時に後ろを確認しようとしたんだが、窓が開いてると思い込んで顔を窓にぶつけたんだ！」
lock	ロック 	lock the gate.	the lock itself is a normal cylinder lock so it doesn't automatically lock when you shut the door.	錠が壊れている。	錠そのものは普通のシリンダー錠ですから、ドアを閉めたらオートロックするということはありません。
version	バージョン 	was the new version easy to install?	one of the reasons twitter is popular in japan is a characteristic of japanese itself: japanese uses ideograms which enable it to convey more information in just 140 characters than other languages, not counting chinese. incidentally, the japanese version of this sentence is written with exactly 140 characters. how many characters does it take in other languages?	私は彼の料理の本の新しい方が好きです。	日本でのツイッター人気の理由の一つは日本語という言語の特性にある。表意文字を使う日本語は、中国語には敵わないものの、他の多くの言語に比べて140字に多くの内容を盛り込むことができる。ちなみにこの例文の日本語版はちょうど140字で書かれているのだが、他の言語では何字になるだろうか？
translation (pas de distinction en anglais)	翻訳（pas de distinction en anglais） 	
vertebra	椎骨 	
vertical	垂直 	keep away from the vertical cliff!	the giant plane screamed down in an almost vertical dive.	その切り立った崖には近づかないで。	「その切り立った崖には近づかないで」と彼女が叫んだ。
vertigo (ici)	めまい（ici） 	
locker room	ロッカールーム 	
clothe	摩り 	
widower (ici)	未亡人（ici） 	
widow	未亡人 	the widow was dressed in black.	at the funeral, the widow looked very dignified, with her black suit, hat and gloves.	私の兄の未亡人は再婚した。	お葬式で、未亡人は黒いスーツ、帽子そして手袋をしてとてもしっかりとして見えた。
sustainable	持続可能な 	he is a specialist in sustainable development.	sustainable development is the concept of the current generation utilizing the environment and meet human demands while not harming the ability of future generations to satisfy their own demands and interests.	彼は持続可能な開発の専門家です。	持続可能な開発は、現代の世代が、将来の世代の利益や要求を充足する能力を損なわない範囲内で環境を利用し、要求を満たしていこうとする理念。
victim	犠牲者 	who is the victim of the accident?	the victim of blackmail has been paying hush money for years, but now he realizes it is foolish, and he has decided not to pay a red cent more.	彼は自ら野心の犠牲になった。	恐喝のその犠牲者は、ここ何年間というもの口止め料を払ってきた。だが、今では、それは愚かなことだと悟り、もうびた一文払わないことに決めた。
bouncer	警備員 	the bouncer wouldn't let him in.	the bouncer wouldn't let him in.	警備員はどうしても彼を入れてくれなかった。	警備員はどうしても彼を入れてくれなかった。
old man	老人 	the old man sat down.	there was a phone call from a 50-year old man who had been told he had a year left to live due to heart disease.	老人が車にひかれた。	小娘は商品を素早く受け取ると、彼女の隣に立っていた背の小さな年寄りを指差してにっこり笑ってこう言った。
security guard	警備員 	he is working as a security guard at a warehouse.	he is working as a security guard at a warehouse.	彼は倉庫の警備員として仕事をしている。	彼は倉庫の警備員として仕事をしている。
vine	ぶどうの木 	this vine winds around trees.	this vine winds around trees.	このつる草は木にからみつきます。	このつる草は木にからみつきます。
violent way	暴力的な方法 	
violence	暴力 	school violence is a big problem.	also as they are in an intimate relationship they are in a situation where it is easy for them to suffer from violence and difficult for them to bring complaints about that to court.	暴力は社会のガンだ。	また、親しい間柄であることから、暴力の被害を受けやすく、その被害を訴えにくいという実態がある。
violent	暴力的な 	we're facing a violent crisis.	floods, violent wind storms, droughts, killing frosts, and the problems of air pollution have all, on occasion, influenced modern society.	海上では激しい嵐だった。	ついに１３１４年には、この競技はとても乱暴で危険なものとなっていたので、エドワード二世は法律を制定したのです。
bend	曲がる 	do not bend or fold!	it's the answer that led those who've been told for so long, by so many, to be cynical and fearful and doubtful about what we can achieve, to put their hands on the arc of history and bend it once more toward the hope of a better day.	折り曲げ厳禁。	私たちは今まであまりにも長いこと、あれはできないこれはできないと言われてきました。可能性を疑うよう、シニカルに恐れを抱いて疑うように言われ続けてきました。けれども私たちは今夜、アメリカに答えをもらったおかげで、手を伸ばすことができたのです。歴史を自分たちの手に握るため。より良い日々への希望に向けて、自分たちの手で歴史を変えるために。
aim	目指して 	we aim to please.	this might sound presumptuous of me, as it has only been about one week since i started studying russian, but i aim to speak russian as well as a native.	銃を標的にあわせろ。	私がロシア語の勉強を始めて、まだ一週間くらいしか経っていないので、 私が言うのもおこがましいですが、私もロシア語母語話者相当のレベルを目指しています。
