English Word	English Lemma	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
Process	process	It's a very slow process.	We assess with high confidence that Russian President Vladimir Putin ordered an influence campaign in 2016 aimed at the U.S. presidential election, the consistent goals of which were to undermine public faith in the U.S. democratic process, denigrate Secretary Clinton, and harm her electability and potential presidency.	É um processo muito lento.	Aferimos com grande confiança que o Presidente Russo Vladimir Putin ordenou uma campanha de influência em 2016 visando as eleições presidenciais americanas, cujos objetivos consistentes eram minar a fé pública no processo democrático dos EUA, denegrir a Secretária Clinton e prejudicar a sua eletividade e potencial presidência.
Product	product	Buy our product.	The Americans wanted to impose the idea that a book or film should be treated like any commercial object, because they understood that alongside the army, diplomacy and trade, there is also cultural war, a battle that they intend to win both for noble reasons — the United States has always opined that its values are universal — and less noble ones: the formation of minds is the best way to sell off American products. Consider that the cinema represents the top rank of American exports, far ahead of weaponry, aeronautics or information technology! Hence their desire to impose English as a world language, even if there has been a two-decade decline in their influence.	Compre nosso produto.	Os americanos queriam impor a ideia de que um livro ou filme deveria ser tratado como qualquer objeto comercial, porque compreendiam que ao lado do exército, da diplomacia e do comércio, existe também uma guerra cultural, uma batalha que eles pretendem vencer tanto por razões nobres — os Estados Unidos sempre consideraram que os seus valores são universais — como menos nobres: a formação de mentes é a melhor forma de vender produtos americanos. Repare que o cinema representa uma das principais exportações americanas, muito à frente do armamento, da aeronáutica ou das tecnologias da informação! Daí o seu desejo de impor o inglês como língua mundial, mesmo que tenha havido um declínio nas duas últimas décadas da sua influência.
Production	production	We have cut back production by 20%.	Christine Lambert, head of France’s national union of farmers, said, “Due to the closure of the Schengen borders, but also to movement restrictions in Europe, the Poles and Romanians who used to come, won’t anymore. If our call is not heard, the production will remain in the fields and the entire fruit and vegetable sector will be damaged.”	Nós diminuímos a produção em 20%.	"A Christine Lambert, chefe da união nacional dos agricultores franceses, afirmou: ""Devido ao encerramento das fronteiras Schengen, mas também às restrições de circulação na Europa, os polacos e romenos que costumavam vir, já não o farão. Se o nosso apelo não for ouvido, a produção permanecerá nas plantações e todo o sector das frutas e legumes será prejudicado""."
Professional	professional	Tom isn't a professional.	In modern professional tennis, winning a big tournament is considered a greater achievement than winning several smaller tournaments of the same combined value. Hence, top players typically concentrate on bigger tournaments and only play a few smaller ones in between. Consequently, top players play and win fewer matches than before. Since Ivan Lendl won 106 out of 115 matches he played in 1982, nobody won more than 90 matches in a single season, except Roger Federer, who went 92-5 in 2006.	Tom não é um profissional.	No tênis profissional moderno, considera-se que ganhar um grande torneio é mais importante que vencer vários torneios de menor categoria, que, somados, possam equivaler ao grande. Assim, os melhores jogadores normalmente se concentram em torneios de maior categoria, jogando apenas alguns menores entre aqueles. Consequentemente, os jogadores de maior ranking disputam e ganham menos jogos do que antes. Desde que Ivan Lendl ganhou 106 dos 115 jogos que disputou em 1982, ninguém ganhou mais de 90 partidas em uma única temporada, exceto Roger Federer, que marcou 92-5 em 2006.
Professionalism	professionalism				
Profit	profit	You made a profit.	Communists generally distinguish between personal property, such as toothbrushes or personal living space, and private property, such as vast swaths of land where buildings are rented out to workers so that the unproductive class can profit off their need for personal living space.	Você lucrou.	Os comunistas geralmente distinguem entre propriedade pessoal, como escovas de dentes ou espaço de vida pessoal, e propriedade privada, como grandes extensões de terra onde edifícios são alugados aos trabalhadores, de modo que a classe improdutiva possa lucrar com sua necessidade de espaço de vida pessoal.
Profitability	profitability	Impacted by a slowing economy, American companies in China had a tough year last year with a record-high percentage of them reporting drops in revenue and profitability, according to the latest business climate survey by the American Chamber of Commerce (AmCham) in Beijing.	Impacted by a slowing economy, American companies in China had a tough year last year with a record-high percentage of them reporting drops in revenue and profitability, according to the latest business climate survey by the American Chamber of Commerce (AmCham) in Beijing.	Impactadas por uma economia em abrandamento, as empresas americanas na China tiveram um ano difícil no ano passado, com uma percentagem recorde delas a registar quedas nas receitas e na rentabilidade, de acordo com o último inquérito sobre a conjuntura empresarial realizado pela Câmara de Comércio Americana (AmCham) em Pequim.	Impactadas por uma economia em abrandamento, as empresas americanas na China tiveram um ano difícil no ano passado, com uma percentagem recorde delas a registar quedas nas receitas e na rentabilidade, de acordo com o último inquérito sobre a conjuntura empresarial realizado pela Câmara de Comércio Americana (AmCham) em Pequim.
Profitable	profitable	How do you start a profitable blog in seven days?	How can Facebook be profitable if we don't have to pay for the usage of it?	Como começar um blog lucrativo em 7 dias?	Como o Facebook pode ser lucrativo se não temos que pagar para usá-lo?
Program	program	I program in PHP.	U.S. and Iranian officials from Tehran and Washington are set to hold talks through European intermediaries on the margins of a meeting among Iran and European nations, China and Russia, co-signatories of the landmark 2015 international accord, which restricted Iran’s nuclear program in return for relief from U.S. and international sanctions.	Eu faço programação em PHP.	Representantes norte-americanos e iranianos de Teerão e Washington deverão realizar negociações através de intermediários europeus às margens de um encontro entre o Irão, as nações europeias, a China e a Rússia, cossignatários do acordo internacional histórico de 2015, que restringiu o programa nuclear iraniano em troca de alívio às sanções norte-americanas e internacionais.
Programming	programming	Tom is learning programming.	Tom doesn't know anything about computer programming.	Tom está aprendendo programação.	Tom não sabe nada sobre programação.
Progress	progress	I'm making progress.	And tonight, I think about all that she's seen throughout her century in America — the heartache and the hope; the struggle and the progress; the times we were told that we can't, and the people who pressed on with that American creed: Yes we can. At a time when women's voices were silenced and their hopes dismissed, she lived to see them stand up and speak out and reach out for the ballot. Yes we can. When there was despair in the dust bowl and depression across the land, she saw a nation conquer fear itself with a New Deal, new jobs, a new sense of common purpose. Yes we can. When the bombs fell on our harbor and tyranny threatened the world, she was there to witness a generation rise to greatness and a democracy was saved. Yes we can. She was there for the buses in Montgomery, the hoses in Birmingham, a bridge in Selma, and a preacher from Atlanta who told a people that we shall overcome. Yes we can. A man touched down on the moon, a wall came down in Berlin, a world was connected by our own science and imagination.	Estou progredindo.	E esta noite, eu penso em tudo o que ela viu ao longo do seu século na América — o sofrimento e a esperança; a luta e o progresso; as vezes em que nos disseram que não podemos e as pessoas que persistiram nesse credo americano: podemos, sim. Numa altura em que as vozes das mulheres eram silenciadas e as suas esperanças descartadas, ela viveu para as ver erguerem-se e manifestarem-se e estenderem a mão para as urnas. Podemos, sim. Quando havia desespero na tigela de poeira e depressão por toda a terra, ela viu uma nação conquistar o próprio medo com um Novo Acordo, novos empregos, um novo sentido de propósito comum. Podemos, sim. Quando as bombas caíram sobre o nosso porto e a tirania ameaçou o mundo, ela estava lá para testemunhar a ascensão de uma geração à grandeza e uma democracia foi salva. Podemos, sim. Ela estava lá para os autocarros em Montgomery, as mangueiras em Birmingham, uma ponte em Selma e um pregador de Atlanta que disse a um povo que nós haveríamos de superar. Podemos, sim. Um homem aterrou na lua, um muro caiu em Berlim, um mundo estava ligado pela nossa própria ciência e imaginação.
Project	project	This is my project.	The house itself, constructed chiefly of a framework of massive timber, filled in with stone or brick, had no pretensions to architectural beauty, albeit its wide, projecting eaves, its large chimneys, and latticed windows, with its neat, well-kept garden full of gay flowers, gave it a picturesque and quaint appearance.	Esse é o meu projeto.	A casa em si, construída principalmente de uma estrutura de madeira gigantesca, preenchida com pedra e tijolo, não tinha pretensões de beleza arquitetónica, embora os seus beirados largos e salientes, as suas chaminés grandes e janelas treliçadas, com o seu jardim arrumado e bem cuidado, cheio de flores alegres, lhe dessem um aspeto pitoresco e cativante.
Projector	projector	The projector doesn't work.	To make sure the instrument was ready for the harsh environment, the researchers needed to mimic the Sun’s intense heat radiation in a lab. To create a test-worthy level of heat, the researchers used a particle accelerator and IMAX projectors — jury-rigged to increase their temperature. The projectors mimicked the heat of the Sun, while the particle accelerator exposed the instrument to radiation to make sure it could measure the accelerated particles under the intense conditions.	O projetor não funciona.	Para garantir que o instrumento estava pronto para o ambiente adverso, os investigadores precisaram de imitar a intensa radiação de calor do Sol num laboratório. Para criar um nível de calor digno de teste, os investigadores utilizaram um acelerador de partículas e projetores IMAX — manipulados pelo júri para aumentar a sua temperatura. Os projetores imitavam o calor do Sol, enquanto que o acelerador de partículas expunha o instrumento a radiação para se certificarem de que este podia medir as partículas aceleradas sob essas condições intensas.
Prominent	prominent	Fadil was a prominent doctor in the area.	Determined attempts were made both openly and by stealth to strangle the system at its birth, to destroy the mustard seed at the time of the planting; and, as the fact of its survival has become prominent the certainty of its impending demise has been announced time and again; the fall of the umbrageous tree, amidst whose branches the birds of search continue to find food and shelter, has been often predicted.	Fadil era um médico proeminente na área.	Foram feitas tentativas determinadas tanto abertamente como furtivamente de estrangular o sistema à nascença, de destruir o grão da mostarda no momento da plantação; e, à medida que o facto da sua sobrevivência se tornou proeminente, a certeza da sua morte iminente foi anunciada vezes sem conta; a queda da árvore umbrífera, entre cujos ramos as aves da busca continuam a encontrar alimento e abrigo, foi muitas vezes prevista.
Promise	promise	I promise.	"More than once in history have people revolted against the inequalities of life and refused to submit to the restraints of laws and creeds. They have often gone through a period of communism and red terror in the hope of realizing ultimately the Perfect State. Their leaders, undoubtedly sincere at first, espouse the utopian dream, declaring themselves the exponents of its ideals, the promised messengers of its blessings. But with the material for revolt ready at hand, and unable to resist the seductions of nascent power, they soon undergo that transformation which history identifies, often not unjustly, with demagogy, if they fail, or with autocracy, if they succeed. In either case, by utilizing the elements of negation in Society, they become apostles of violence, proclaiming the theory of ""creative destruction."" But instead of creating a utopia on the ruins of their making, they only succeed in setting up, as history shows, another government, which, no matter how just and sound its foundations are in theory, soon becomes in practice more despotic and corrupt."	Eu prometo.	"Mais de uma vez na história, as pessoas se revoltaram contra as desigualdades da vida e se recusaram a se submeter às restrições de leis e credos. Frequentemente, passaram por um período de comunismo e terrorismo na esperança de alcançar o Estado Perfeito. Seus líderes, sem dúvida sinceros no início, esposam o sonho utópico, declarando-se intérpretes de seus ideais, mensageiros prometidos de suas bênçãos. Mas com o material para a revolta à mão e incapazes de resistir às seduções do poder nascente, eles logo passam por aquela transformação que a história identifica, muitas vezes não injustamente, com a demagogia, se fracassarem, ou com a autocracia, se tiverem sucesso. Em ambos os casos, ao utilizar os elementos da negação na Sociedade, eles se tornam apóstolos da violência, proclamando a teoria da ""destruição criativa"". Mas, em vez de criar uma utopia sobre as ruínas por eles causadas, só conseguem estabelecer, como mostra a história, outro governo que, por mais justo e sólido que seja em teoria, logo se torna na prática mais despótico e corrupto."
Promising	promise	I promise.	"More than once in history have people revolted against the inequalities of life and refused to submit to the restraints of laws and creeds. They have often gone through a period of communism and red terror in the hope of realizing ultimately the Perfect State. Their leaders, undoubtedly sincere at first, espouse the utopian dream, declaring themselves the exponents of its ideals, the promised messengers of its blessings. But with the material for revolt ready at hand, and unable to resist the seductions of nascent power, they soon undergo that transformation which history identifies, often not unjustly, with demagogy, if they fail, or with autocracy, if they succeed. In either case, by utilizing the elements of negation in Society, they become apostles of violence, proclaiming the theory of ""creative destruction."" But instead of creating a utopia on the ruins of their making, they only succeed in setting up, as history shows, another government, which, no matter how just and sound its foundations are in theory, soon becomes in practice more despotic and corrupt."	Eu prometo.	"Mais de uma vez na história, as pessoas se revoltaram contra as desigualdades da vida e se recusaram a se submeter às restrições de leis e credos. Frequentemente, passaram por um período de comunismo e terrorismo na esperança de alcançar o Estado Perfeito. Seus líderes, sem dúvida sinceros no início, esposam o sonho utópico, declarando-se intérpretes de seus ideais, mensageiros prometidos de suas bênçãos. Mas com o material para a revolta à mão e incapazes de resistir às seduções do poder nascente, eles logo passam por aquela transformação que a história identifica, muitas vezes não injustamente, com a demagogia, se fracassarem, ou com a autocracia, se tiverem sucesso. Em ambos os casos, ao utilizar os elementos da negação na Sociedade, eles se tornam apóstolos da violência, proclamando a teoria da ""destruição criativa"". Mas, em vez de criar uma utopia sobre as ruínas por eles causadas, só conseguem estabelecer, como mostra a história, outro governo que, por mais justo e sólido que seja em teoria, logo se torna na prática mais despótico e corrupto."
Pronunciation	pronunciation	His pronunciation is good.	The Latin in the film doesn't follow the scientifically reconstructed pronunciation, but instead sounds rather like Italian.	Sua pronúncia é boa.	O latim no filme não segue uma pronúncia cientificamente reconstruída, em vez disso soa mais como italiano.
Propaganda	propaganda	This is separatist propaganda.	Tatoeba is not a language school, nor a forum for academic discussions, nor, much less, a vehicle for propaganda of any kind. It's far above all that. Its true significance will only be perceived, I believe, in a few years or a few decades, when its beneficial influence will have radiated to the most distant corners of the planet.	Isto é propaganda separatista.	Tatoeba não é escola de idiomas, nem foro de discussões acadêmicas, nem, muito menos, veículo de propaganda de qualquer natureza. Está muito acima de tudo isso. Seu verdadeiro significado só será percebido, acredito, daqui a alguns anos ou algumas décadas, quando sua benéfica influência se terá irradiado aos mais distantes rincões do planeta.
Propeller	propeller	The fan propeller is broken.	The fan propeller is broken.	A hélice do ventilador está quebrada.	A hélice do ventilador está quebrada.
Property	property	Property is theft.	Dutch, French, English, Danes, Portuguese, and Courlanders would gallantly seize each other's property out there, while their respective Governments at home, if the matter were brought before their notice, and it was apparently worth their while, disowned all knowledge of their representatives' villainies and returned the booty to the prior owner on paper.	A propriedade é um roubo.	Os holandeses, franceses, ingleses, dinamarqueses, portugueses e curlandeses apoderavam-se galantemente da propriedade uns dos outros lá fora, enquanto que os seus respetivos governos em casa, se a questão fosse chamada à sua consideração e aparentemente valesse o seu tempo, renegavam qualquer conhecimento das vilanias cometidas pelos seus representantes e devolviam o butim ao proprietário anterior por escrito.
Proposal	proposal	I support the proposal.	There was quite a kerfuffle at the council meeting when the controversial proposals were being debated.	Eu apoio a proposta.	Havia bastante confusão na reunião do conselho quando as propostas polêmicas eram debatidas.
Proposition	proposition	I like your proposition.	As propositions may be true or false, so also opinion or judgment or conception, may be true or false: for opinion or judgment is only the concluding result of deliberation or reflection — and reflection is the silent dialogue of the mind with itself: while conception or phantasy is the coalescence or conjunction of opinion with present perception.	Gosto de sua proposta.	Tal como as proposições podem ser verdadeiras ou falsas, assim também a opinião ou julgamento ou conceção pode ser verdadeira ou falsa, pois a opinião ou julgamento é apenas o resultado final da deliberação ou reflexão — e a reflexão é o diálogo silencioso da mente consigo mesma — ao passo que a conceção ou fantasia é a coalescência ou conjunção da opinião com a perceção atual.
Prostitute	prostitute	They're like prostitutes.	Nobody is against prostitution in itself but not a single soul likes prostitutes. They do nothing but blackmail and manipulate you. They care less about your well-being, all they care for is their money.	Elas são qual prostitutas.	Ninguém tem nada contra prostituição mas ninguém gosta de prostitutas. São todas chantagistas e manipuladoras. Não se importam com o teu bem-estar, o que lhes interessa é o teu dinheiro.
Prostitution	prostitution	It is time to get serious with child prostitution.	Nobody is against prostitution in itself but not a single soul likes prostitutes. They do nothing but blackmail and manipulate you. They care less about your well-being, all they care for is their money.	É hora de levar a prostituição infantil a sério.	Ninguém tem nada contra prostituição mas ninguém gosta de prostitutas. São todas chantagistas e manipuladoras. Não se importam com o teu bem-estar, o que lhes interessa é o teu dinheiro.
Protect	protect	I'll protect Tom.	Parker Solar Probe has been designed to withstand the extreme conditions and temperature fluctuations for the mission. The key lies in its custom heat shield and an autonomous system that helps protect the mission from the Sun’s intense light emission, but does allow the coronal material to “touch” the spacecraft.	Protegerei o Tom.	"A Sonda Solar Parker foi concebida para resistir às condições extremas e oscilações de temperatura para a missão. O segredo está no seu escudo térmico personalizado e num sistema autónomo que ajuda a proteger a missão da intensa emissão de luz do Sol, mas que permite ao material coronal ""tocar"" na nave espacial."
Protein	protein	Are eggs a good source of protein?	The algorithm a cell follows when making a protein is extremely complex. Roughly speaking, the coded information – four-letter words – stored in the DNA is copied, translated into a language whose alphabet has twenty letters, edited, and transmitted to the area where the protein is assembled.	Os ovos são uma boa fonte de proteína?	O algoritmo que a célula segue ao fabricar uma proteína é extremamente complexo. Grosso modo, a informação em código – palavras de quatro letras – armazenada no DNA é copiada, traduzida para um idioma cujo alfabeto tem vinte letras, editada e transmitida para a área onde se realiza a montagem da proteína.
Protestant	protestant	The Catholic Bible contains everything in the Protestant Bible plus several other books.	The Catholic Bible contains everything in the Protestant Bible plus several other books.	A Bíblia católica contém tudo o que há na Bíblia protestante mais vários outros livros.	A Bíblia católica contém tudo o que há na Bíblia protestante mais vários outros livros.
Protestantism	protestantism				
Protocol	Protocol	Who are the biggest boosters of the Kyoto Agenda [Kyoto Protocol on Climate Change] of forced de-carbonization?	The 1987 international Montreal Protocol banned many of the chlorine compounds used in refrigerants and aerosols, like hairspray, to lessen the damage. Since then, the size of the ozone hole has slowly declined but remains large enough to produce significant ozone loss.	Quem são os maiores promotores da Agenda de Quioto [Protocolo de Quioto sobre as Alterações Climáticas] da descarbonização forçada?	O Protocolo Internacional de Montreal de 1987 proibiu muitos dos compostos de cloro utilizados em refrigerantes e aerossóis, como a laca de cabelo, para diminuir os danos. Desde então, o tamanho do buraco de ozono tem diminuído lentamente, mas permanece suficientemente grande para produzir uma perda significativa de ozono.
Prototype	prototype	Jelle Van Loon, of the International Maize and Wheat Improvement Center, demonstrates a prototype hand planter.	A German tech company, along with French regional officials, have unveiled a prototype of a flying taxi that could begin demonstration flights in Paris as early as 2024.	Jelle Van Loon, do Centro Internacional para o Melhoramento do Milho e Trigo, demonstra o protótipo de um plantador manual.	Uma companhia tecnológica alemã, juntamente com funcionários regionais franceses, desvendaram o protótipo de um táxi voador que poderá começar a realizar voos de demonstração em Paris já em 2024.
Proud	proud	I'm so proud.	"If by a ""Liberal"" they mean someone who looks ahead and not behind, someone who welcomes new ideas without rigid reactions, someone who cares about the welfare of the people-their health, their housing, their schools, their jobs, their civil rights and their civil liberties-someone who believes we can break through the stalemate and suspicions that grip us in our policies abroad, if that is what they mean by a ""Liberal"", then I'm proud to say I'm a ""Liberal""."	Eu estou tão orgulhoso.	"Se com ""Liberal"" eles querem dizer alguém que olha para a frente e não para trás, alguém que acolhe novas ideias sem reações rígidas, alguém que se preocupa com a prosperidade das pessoas — a sua saúde, a sua moradia, as suas escolas, os seus empregos, os seus direitos civis e as suas liberdades civis — alguém que acredita que podemos superar o impasse e as suspeitas que nos prendem nas nossas políticas externas, se é isso que eles querem dizer com ""Liberal"", então tenho orgulho em dizer que eu sou um ""Liberal""."
Proud	proud	I'm so proud.	"If by a ""Liberal"" they mean someone who looks ahead and not behind, someone who welcomes new ideas without rigid reactions, someone who cares about the welfare of the people-their health, their housing, their schools, their jobs, their civil rights and their civil liberties-someone who believes we can break through the stalemate and suspicions that grip us in our policies abroad, if that is what they mean by a ""Liberal"", then I'm proud to say I'm a ""Liberal""."	Eu estou tão orgulhoso.	"Se com ""Liberal"" eles querem dizer alguém que olha para a frente e não para trás, alguém que acolhe novas ideias sem reações rígidas, alguém que se preocupa com a prosperidade das pessoas — a sua saúde, a sua moradia, as suas escolas, os seus empregos, os seus direitos civis e as suas liberdades civis — alguém que acredita que podemos superar o impasse e as suspeitas que nos prendem nas nossas políticas externas, se é isso que eles querem dizer com ""Liberal"", então tenho orgulho em dizer que eu sou um ""Liberal""."
Proverb	proverb	She knows many proverbs.	"Why, then, does a proverb say ""A foreign rooster is conquered by everyone""?"	Ela sabe muitos provérbios.	"Por que, então, um provérbio diz ""Um galo estrangeiro é conquistado por todos""?"
Prune	Prune	I pruned the tree.	This is the first time I've ever pruned this plum tree.	Eu podei a árvore.	É a primeira vez que podo esta ameixeira.
Pseudonym	pseudonym				
Psychiatrist	psychiatrist	I'm a psychiatrist.	I can never remember the difference between a psychologist and a psychiatrist.	Sou psiquiatra.	Eu nunca consigo lembrar a diferença entre um psicólogo e um psiquiatra.
Psychiatry	psychiatry	Maria works in the field of psychiatry.	Maria works in the field of psychiatry.	Maria atua na área de psiquiatria.	Maria atua na área de psiquiatria.
Psychoanalyst	psychoanalyst	Psychoanalysts should perhaps recommend to their patients that they study Toki Pona, so that, in some sessions, they could test them on how they would express themselves in that language, which would certainly contribute to the understanding of hidden aspects of each person's personality.	Psychoanalysts should perhaps recommend to their patients that they study Toki Pona, so that, in some sessions, they could test them on how they would express themselves in that language, which would certainly contribute to the understanding of hidden aspects of each person's personality.	Os psicanalistas talvez devessem recomendar a seus pacientes que estudassem Toki Pona, de modo que, em algumas sessões, pudessem testá-los em como se exprimiriam nessa língua, o que certamente contribuiria para a compreensão de aspectos ocultos da personalidade de cada um.	Os psicanalistas talvez devessem recomendar a seus pacientes que estudassem Toki Pona, de modo que, em algumas sessões, pudessem testá-los em como se exprimiriam nessa língua, o que certamente contribuiria para a compreensão de aspectos ocultos da personalidade de cada um.
Psychological	psychological	This accident has caused him psychological trauma.	Profound changes in labor markets – and impacting socio-psychological effects on people – will happen as artificial intelligence takes over the functions of human jobs in all industries.	Esse acidente causou-lhe trauma psicológico.	Profundas alterações nos mercados de trabalho – e impactantes efeitos sociopsicológicos nas pessoas – acontecerão à medida que a inteligência artificial for assumindo as funções dos empregos humanos em todas as indústrias.
Psychologist	psychologist	I'm a psychologist.	Mary, the famous forensic psychologist and writer, was inspired by Tatoeba to write a novel about Tom, the serial killer from Boston.	Sou psicólogo.	Mary, famosa psicóloga forense e escritora, inspirou-se em Tatoeba para escrever um romance sobre Tom, o assassino em série de Boston.
Pubis	Pubis				
Public	public	This is a public place.	Leovigild had expelled the remaining soldiers of the Greek emperors from Spain, had suppressed the audacity of the Franks, who in their raids ravaged the Visigothic provinces beyond the Pyrenees, had put an end to the sort of monarchy that the Suevi had established in Gallaecia and had expired in Toledo, after having established political and civil laws, and peace and public order in its vast domains, which stretched from coast to coast, and also, crossing the mountains of Vasconia, covered a large portion of the former Narbonian Gaul.	Isto é um lugar público.	Leovigildo expulsara da Espanha os derradeiros soldados dos imperadores gregos, reprimira a audácia dos francos, que em suas correrias assolavam as províncias visigóticas dalém dos Pirenéus, acabara com a espécie de monarquia que os suevos tinham instituído na Galécia e expirara em Toledo, depois de ter estabelecido leis políticas e civis e a paz e ordem públicas nos seus vastos domínios, que se estendiam de mar a mar e, ainda, transpondo as montanhas da Vascónia, abrangiam uma grande porção da antiga Gália narbonense.
Puerile	puerile				
Pull	pull	Pull!	Only the assumption that the reader - I better say: the prospective reader, because for the moment there is not the slightest prospect, that my writing could see the lights of publicity, - unless it miraculously left our endangered fortress Europe and brought a hint of the secrets of our loneliness to those outside; - I beg to be allowed to begin anew: only because I anticipate the wish to be told casually about the who and what of the writer, I send some few notes on my own individuum out before these openings, - of course not without the awareness that exactly by doing so I might provoke doubts in the reader, that he is in the right hands, which is to say: if I, from all my being, am the right man for a task to which maybe the heart pulls me more than any qualifying relation in character.	Puxem!	Somente o pressuposto de que o leitor - ou melhor dizendo, o provável leitor, porque até o momento não há a menor perspectiva dos meus textos verem a luz da publicidade - a menos que miraculosamente deixassem a nossa ameaçada fortaleza Europa e levassem um sinal dos segredos da nossa solidão àqueles lá fora; - rogo que me permitam recomeçar: somente porque antecipo o desejo de serem informados casualmente sobre o quem e o quê do autor, envio algumas poucas notas a respeito de meu próprio indivíduo antes destas aberturas - claro, não sem a consciência de que exatamente ao fazê-lo posso provocar dúvidas no leitor, de que está nas mãos corretas, ou seja: se eu, em todo meu ser, sou o homem correto para um trabalho ao qual talvez o coração me atraia mais do que qualquer relação qualificante em caráter.
Pulse	pulse	Tom's pulse is slow.	Taking the Pulse of Poverty and Inequality in Thailand, launched last week, says the country's poverty rate jumped from 7.2% to 9.8% between 2015 and 2018, adding nearly 2 million new people to the ranks of the poor.	A pulsação do Tom está baixa.	“Medir a Pulsação da Pobreza e Desigualdade na Tailândia”, lançado na semana passada, diz que a taxa de pobreza no país saltou de 7,2% para 9,8% entre 2015 e 2018, acrescentando quase 2 milhões de novas pessoas à categoria de pobre.
Pump	pump	I pumped up the tire.	David Hymas, a Ph.D. candidate at the University of Maryland, said that in most cases in a heat exchanger, the heat is transferred by forcing air over pipes or tubes with circulating water, which is often pumped from a nearby river or lake.	Eu calibrei o pneu.	David Hymas, doutorando da Universidade de Maryland, disse que na maioria dos casos num permutador de calor, o calor é transferido forçando a passagem de ar sobre canos ou tubos com água em circulação, que é frequentemente bombeada de um rio ou lago próximo.
Pumpkin	pumpkin	Do you grow pumpkins?	About one-third of the food eaten by Americans comes from crops pollinated by honey bees, including apples, melons, cranberries, pumpkins, squash, broccoli, and almonds, to name just a few.	Você cultiva abóboras?	Cerca de um terço dos alimentos consumidos pelos americanos vem de plantações polinizadas por abelhas, incluindo maçãs, melões, arandos, abóboras, cucurbitas, brócolos e amêndoas, para mencionar apenas alguns.
Punctual	punctual	Be punctual.	If the smaller groups in the interstitial territory would unite their efforts, with the proper strategy and some punctual hits they were able to undermine the advancement of the more centralized sovereign powers.	Seja pontual.	Se os grupos mais pequenos no território intersticial unissem os seus esforços, com a estratégia adequada e alguns ataques oportunos, eles seriam capazes de minar o avanço dos poderes soberanos mais centralizados.
Punctuation	punctuation	Punctuation is important.	In English there is a choice between closed and open punctuation; in the former, the writer uses all punctuation that can legitimately be used, whereas in the latter the writer leaves out all punctuation that can be left out without creating ambiguity.	A pontuação é importante.	Em inglês pode-se na escrita optar pela pontuação formal ou livre pontuação em que na primeira empregam-se todos os signos normalmente conhecidos da língua enquanto na segunda toda e qualquer pontuação é deixada de lado desde que não gere ambiguidade.
Puncture	puncture	This tire is punctured.	The space shuttle Columbia disintegrated upon re-entry into the Earth's atmosphere in February 2003 after debris punctured the orbiter's insulation, allowing superheated gases to penetrate its wing.	Este pneu está furado.	O vaivém espacial Columbia desintegrou-se ao reentrar na atmosfera terrestre em Fevereiro de 2003, depois de detritos terem perfurado o isolamento do orbitador, permitindo que gases sobreaquecidos penetrassem a sua asa.
Pupil	Pupil	Tom's pupils are dilated.	A more practical attempt to unify the new with the old in Athenian society and education was made by Aristotle (386-322 B. C.), the pupil of Plato.	As pupilas de Tom estão dilatadas.	Uma tentativa mais prática de unificar novo com antigo na sociedade e educação atenienses foi feita por Aristóteles (386 a 322 antes de Cristo), o aluno de Platão.
Pupil	Pupil	Tom's pupils are dilated.	A more practical attempt to unify the new with the old in Athenian society and education was made by Aristotle (386-322 B. C.), the pupil of Plato.	As pupilas de Tom estão dilatadas.	Uma tentativa mais prática de unificar novo com antigo na sociedade e educação atenienses foi feita por Aristóteles (386 a 322 antes de Cristo), o aluno de Platão.
Puppet	puppet	Tom likes to play with puppets.	A puppet does not know that it is being controlled.	Tom gosta de brincar com marionetes.	Uma marioneta não sabe que está a ser manipulada.
Puppy	puppy	I want a puppy.	One of the two puppies running alongside the pram kept trying to catch the rotating left front wheel of the pram with its mouth, seemingly thinking it was a ball it could play with, and it was a miracle it did not hurt itself in the process.	Quero um cachorrinho.	Um dos dois cachorros a correr ao lado do carrinho de bebé não parava de tentar apanhar a roda dianteira esquerda em rotação do carrinho com a boca, parecendo pensar que era uma bola com a qual podia brincar e foi um milagre não se ter magoado com a brincadeira.
Pure	pure	It was pure luck.	We sometimes live for three hundred years, but when we cease to exist here, we become only foam on the surface of the water and have not even a grave among those we love. We have not immortal souls, we shall never live again; like the green seaweed when once it has been cut off, we can never flourish more. Human beings, on the contrary, have souls which live forever, even after the body has been turned to dust. They rise up through the clear, pure air, beyond the glittering stars. As we rise out of the water and behold all the land of the earth, so do they rise to unknown and glorious regions which we shall never see.	Foi pura sorte.	Nós chegamos a viver, às vezes, até trezentos anos, mas, quando deixamos de existir aqui, tornamo-nos apenas espuma na superfície da água e não temos sequer uma sepultura entre aqueles que amamos. Não temos almas imortais, nem jamais viveremos novamente; assim como as algas verdes, uma vez cortadas, nunca mais poderemos florescer. Os seres humanos, ao contrário, têm almas que vivem para sempre, mesmo depois que o corpo se transforma em pó. Elas se elevam pura e simplesmente através do ar, até além das estrelas cintilantes. Do mesmo modo que nos projetamos para fora da água para contemplar a vastidão da terra, elas alcançam regiões desconhecidas e gloriosas que nós jamais poderemos ver.
Purification	purification				
