English Word	Portuguese Translation	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
among	dentre	"""Every month some lucky little New York miss is chosen... ""...from the thousands of girls who ride the subways... ""...to be Miss Turnstiles."	"""Every month some lucky little New York miss is chosen... ""...from the thousands of girls who ride the subways... ""...to be Miss Turnstiles."	Todo mês é escolhida uma sortuda de Nova Iorque dentre as milhares que circulam nos metrôs para ser a Miss Catraca.	Todo mês é escolhida uma sortuda de Nova Iorque dentre as milhares que circulam nos metrôs para ser a Miss Catraca.
amount	quantia	The amount agreed upon.	You see, Grandfather has deposited a Large sum of gold at Antioch which I'm to use for the benefit of the great evangelist of Christianity.	A quantia combinada.	O meu avô depositou uma quantia avultada em Antioquia para eu utilizar em prol do cristianismo.
amphibian	anfíbio	Switching to aqua mode.	Our people salute you, general... for your brilliant amphibious landing on the continent of Africa... and for your enlightened administration of our country.	Passo a anfíbio.	A nossa gente saúda-o, general, pelo seu genial desembarque anfíbio no continente africano e pela sua administração esclarecida do nosso país.
Amphora	ânfora	Lucius, a bowl of wine!	Lucius, a bowl of wine!	Lucius, uma ânfora de vinho!	Lucius, uma ânfora de vinho!
amputation	amputação				
amusing	divertido	Its fun ?	I find very unamusing the stupid, undignified spectacle we're making of ourselves for those two newspaper people.	Que divertido.	Nada divertido é a estúpida e humilhante figura que fazemos por causa daqueles dois repórteres.
analysis	análise	All scanners, spherical sweep.	If you ask me fora straight answer then I shall say that, as faras we can see, looking at it by an large, taking one time with another, in terms of the average of departments, then in the final analysis it is probably true to say	Todos os scanners, análise esférica.	Se pretende uma resposta directa, terei de dizer que, tanto quanto podemos ver e do nosso ponto de vista, comparando e analisando a maioria das departamentos, em análise final, provavelmente poderíamos dizer que no final de contas, em termos gerais,
analysis	análise	All scanners, spherical sweep.	If you ask me fora straight answer then I shall say that, as faras we can see, looking at it by an large, taking one time with another, in terms of the average of departments, then in the final analysis it is probably true to say	Todos os scanners, análise esférica.	Se pretende uma resposta directa, terei de dizer que, tanto quanto podemos ver e do nosso ponto de vista, comparando e analisando a maioria das departamentos, em análise final, provavelmente poderíamos dizer que no final de contas, em termos gerais,
anarchistic	anarquista	Yes, anarchist.	"""I am a born anarchist..."	Sim, anarquista.	"""Sou anarquista desde que nasci..."
anarchy	anarquia	This is Rome, the cradle of civilization!	When you haven't got laws, you've got lawlessness.	Estamos em Roma, berço da civilização! A época da anarquia já terminou!	Quando não há leis, há anarquia.
anatomy	anatomia	Spare me your anatomy.	If I were you, I'd get some armour to stop those monkeys sinking their teeth into some part of my anatomy.	Poupe-me de sua anatomia.	Eu cá arranjava uma armadura para impedir que os macacos me ferrassem a dentuça nalguma parte da minha anatomia.
anatomy	anatomia	Spare me your anatomy.	If I were you, I'd get some armour to stop those monkeys sinking their teeth into some part of my anatomy.	Poupe-me de sua anatomia.	Eu cá arranjava uma armadura para impedir que os macacos me ferrassem a dentuça nalguma parte da minha anatomia.
Anchor	Âncora				
anchovy	anchovas	I had them leave off the anchovies... because I didn't know whether to use them as bats or the baseline.	I had them leave off the anchovies... because I didn't know whether to use them as bats or the baseline.	Disse-lhes para tirarem as anchovas porque não sabia se as usava como tacos ou como linhas do campo.	Disse-lhes para tirarem as anchovas porque não sabia se as usava como tacos ou como linhas do campo.
Andes	andes	Now, you settle down and stop skittering around.	Now, you settle down and stop skittering around.	Fica quieta e não andes de um lado para o outro!	Fica quieta e não andes de um lado para o outro!
anesthesia	anestesia	What we need for anesthesia is gas.	Here we have an ordinary, uninteresting case of surgical reaction to telothane anesthesia in a healthy patient.	O que precisamos para anestesia é gás.	Aqui temos um caso normal, desinteressante de reacção cirúrgica a anestesia de telotane numa paciente saudável.
angel	anjo	Angel of night.	Regal roles. I see you with other material performing like an angel.	O anjo da noite.	Vejo-a, com outro material, a representar que nem um anjo.
anger	raiva	I'm sorry.	Please, sir, only you can help me to get back the eye of God or Darmaraja will not hide his anger and will launch serious disasters on our people.	Desculpe-me. Estava com tanta raiva.	Por favor, senhor, só você me pode ajudar a recuperar o olho do Deus ou Darmaraja não esconderá a sua raiva e lançará grandes calamidades sobre o nosso povo.
Angle	Ângulo	Nearest bearing, 087.	Departure angle on viewer.	Ângulo de direcção mais próximo, 087.	Ângulo de partida na tela.
angry	Bravo	Good boys, huh?	While that was on the movie screens, nine men crossed the Rio Bravo into Texas.	Bravo rapazes.	Enquanto isso se desenrolava na tela, nove homens entravam no Texas, atravessando o Rio Bravo.
angry	Bravo	Good boys, huh?	While that was on the movie screens, nine men crossed the Rio Bravo into Texas.	Bravo rapazes.	Enquanto isso se desenrolava na tela, nove homens entravam no Texas, atravessando o Rio Bravo.
angry	Bravo	Good boys, huh?	While that was on the movie screens, nine men crossed the Rio Bravo into Texas.	Bravo rapazes.	Enquanto isso se desenrolava na tela, nove homens entravam no Texas, atravessando o Rio Bravo.
anguish	angústia	I'd suddenly started to worry.	Not only the same name, but the same existential situation, The same anguish in life.	De repente, eu sentia uma espécie de angústia.	Não só o mesmo nome, mas a mesma situação existencial, a mesma angústia na vida.
animal	animal	Lucky you.	Ay, that incestuous, that adulterate beast, with traitorous gifts won to his shameful lust the will of my most seeming-virtuous Queen.	"Sorte a tua, ""mister"". És só um animal esfomeado."	Esse monstro incestuoso, esse animal adúltero, conquistou com dons perversos, para o seu sórdido apetite, a vontade da minha rainha aparentemente tão virtuosa!
animist	animista				
ankle	tornozelo	My ankle.	"MIDDLE OF THE NIGHT, HE BANGS ON MY DOOR WITH A WILD LOOK IN THEM BEADY EYES OF HIS... SCREAMING FOR A ""DR. FISH,"""	-O meu tornozelo.	"No meio da noite, ele bateu-me à porta chamando um tal ""Dr. Fish"" e disse-me que eu tinha partido um tornozelo."
annoying	chato	It's dull.	The weather's too dull and politics too explosive.	É chato.	Falar do tempo é chato e de política, explosivo.
annual	anual	He just wants to get me there to go over that yearly statement.	Well, wasn't really anything, but at the annual town picnic, she got her hair caught in the ice cream freezer.	Só me quer apanhar lá para rever a declaração anual.	Não foi nada mas... No piquenique anual da cidade... ela ficou com o cabelo preso no congelador de sorvete.
annular	anular	Jerry, I'd like to cancel the order.	But if you ask me, it took great courage for the Speaker of the House to rule that entire amnesty vote out of order.	Jerry, gostava de anular a encomenda.	Eu acredito que o secretário deu mostras de grande talento... ao conseguir anular a maioria dos votos a favor da amnistia.
Anonymous	Anônimo				
answer	responda	You.	Those who want forgiveness must knock at the gates, and wait forthe devil to answer . Havent I waited long enough?	Então, responda a isto.	Na Sicília, dizemos que quem deseja perdão, primeiro deve bater na porta, e esperar que o diabo responda.
answer	responda	You.	Those who want forgiveness must knock at the gates, and wait forthe devil to answer . Havent I waited long enough?	Então, responda a isto.	Na Sicília, dizemos que quem deseja perdão, primeiro deve bater na porta, e esperar que o diabo responda.
Ant	Formiga	And after you rest, go to the ant's house to learn wisdom.	And after you rest, go to the ant's house to learn wisdom.	E depois do seu descanso, Vá para a casa da Formiga aprender sabedoria.	E depois do seu descanso, Vá para a casa da Formiga aprender sabedoria.
