English Word	English Lemma	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
Second	second	Wait a second.	Hold on one second.	Aguardem um segundo.	Esperem um segundo.
Sect	sect				
Secular	secular				
Security	security	Call security!	Call security.	Chame a segurança!	Chame a segurança.
Sedative	sedative				
See	see	See?	Did you ever see it?	Estão a perceber?	Você já viu isso?
Seed	seed				
Seldom	seldom	I seldom win.	I seldom drink beer.	Eu raramente ganho.	Eu raramente bebo cerveja.
Self-esteem	self	I'm self-employed.	I'm self-employed.	Eu trabalho por conta própria.	Sou autônoma.
Self-service	self	I'm self-employed.	I'm self-employed.	Eu trabalho por conta própria.	Sou autônoma.
Self-willed	self	I'm self-employed.	I'm self-employed.	Eu trabalho por conta própria.	Sou autônoma.
Selfish	selfish	I'm selfish.	He's really selfish.	Eu sou egoísta.	Ele é muito egoísta.
Selfishness	selfishness				
Sell	sell	Sell!	Ziri sold his house.	Venda!	Ziri vendeu sua casa.
Semester	semester				
Semicolon	semicolon				
Semifinal	semifinal				
Seminar	seminar	How was the seminar?	How was the seminar?	Como foi o seminário?	Como foi o seminário?
Senate	Senate				
Senator	Senator				
Send	send	Send it to me.	Who sent this to us?	Mande-o para mim.	Quem nos enviou isso?
Senegal	senegal				
Sensitive	sensitive	Tom is sensitive.	He is too sensitive.	Tom é sensitivo.	É sensível demais.
Sensor	sensor				
Sentence	sentence	Add sentences!	I own this sentence.	Adicione frases!	Sou dono desta frase.
Sentencing	sentence	Add sentences!	I own this sentence.	Adicione frases!	Sou dono desta frase.
Separate	separate	We got separated.	Keep them separate!	Separamo-nos.	Mantenha-os separados!
Sergeant	sergeant				
Serious	serious	Be serious.	That's very serious.	Fique sério.	Isso é muito sério.
Seriously	seriously	Seriously?	Take me seriously.	É sério?	Me leve a sério.
Seriously	seriously	Seriously?	Take me seriously.	É sério?	Me leve a sério.
Sermon	Sermon				
Servant	servant	I'm your servant.	I'm your servant.	Eu sou seu servo.	Eu sou seu servo.
Server	server	The server is down.	The server was down.	O servidor está fora do ar.	O servidor estava fora do ar.
Server	server	The server is down.	The server was down.	O servidor está fora do ar.	O servidor estava fora do ar.
Set	set	Set me free!	He set off to Paris.	Liberte-me!	Ele foi embora para Paris.
Seven	seven	It is seven now.	Wake me up at seven.	São sete horas agora.	Acorde-me às sete.
Seventeen	seventeen	She's seventeen.	She's seventeen.	Ela tem dezessete anos.	Ela tem dezessete anos.
Seventh	seventh				
Seventy	seventy				
Several	several				
Several	several				
Severe	severe				
Sew	sew	The mothers sew.	The mothers sew.	As mães costuram.	As mães costuram.
Sewerage	sewerage				
Sex	sex	I love anal sex.	Sex is not a trophy.	Eu amo sexo anal.	Sexo não é um troféu.
Shady	shady				
Shallots	shallot				
Shame	shame	What a shame!	What a shame, Tom!	Que vergonha.	Tom, que pena!
Shame	shame	What a shame!	What a shame, Tom!	Que vergonha.	Tom, que pena!
Shampoo	shampoo				
Shape	shape	I'm out of shape.	Tom is in bad shape.	Estou fora de forma.	Tom está em má forma.
Shareholder	shareholder				
Shark	shark	Tom is a shark.	What do sharks eat?	O Tom é um tubarão.	Que é que comem os tubarões?
Sharp	sharp	My knife is sharp.	Tom is pretty sharp.	Minha faca está amolada.	Tom é bem perspicaz.
Sharp	sharp	My knife is sharp.	Tom is pretty sharp.	Minha faca está amolada.	Tom é bem perspicaz.
Shed	shed				
Sheep	sheep	Tom has sheep.	Sheep feed on grass.	Tom tem ovelhas.	Ovelhas se alimentam de grama.
Sheep	sheep	Tom has sheep.	Sheep feed on grass.	Tom tem ovelhas.	Ovelhas se alimentam de grama.
Sheet	sheet	I washed the sheets.	I washed the sheets.	Lavei os lençóis.	Lavei os lençóis.
Sheets	sheet	I washed the sheets.	I washed the sheets.	Lavei os lençóis.	Lavei os lençóis.
Shelf	shelf	Put it on the shelf.	Put it on the shelf.	Coloque-o na prateleira.	Coloque-o na prateleira.
Shell	Shell				
Shell	Shell				
Shell	Shell				
Shelter	shelter	Take shelter.	I built a shelter.	Abriga-te.	Eu construí um abrigo.
Shepherdess	shepherdess				
Shield	shield	Give me the shield.	Give me the shield.	Dê-me o escudo.	Dê-me o escudo.
Shiite	shiite				
Shipwrecked	shipwreck				
Shiver	shiver	I'm shivering.	You're shivering.	Estou tremendo.	Você está tremendo.
Shoemaker	shoemaker				
Shoes	shoe	I sell shoes.	I have orange shoes.	Eu vendo sapatos.	Tenho sapatos laranja.
Shoot-out	shoot	Shoot!	I've just been shot.	Tiro!	Eu já levei um tiro.
Shooting	shooting				
Shop	shop	I went shopping.	I often shop online.	Eu fui fazer compras.	Eu de vez em quando compro online.
Shopkeeper	shopkeeper	I am a shopkeeper.	I am a shopkeeper.	Sou um comerciante.	Sou um gerente.
Shopkeeper	shopkeeper	I am a shopkeeper.	I am a shopkeeper.	Sou um comerciante.	Sou um gerente.
Short	short	Life's short.	We're short on time.	A vida é curta.	Temos pouco tempo.
Short	short	Life's short.	We're short on time.	A vida é curta.	Temos pouco tempo.
Short-sighted/Myopic	short	Life's short.	We're short on time.	A vida é curta.	Temos pouco tempo.
Short-sightedness/Myopia	short	Life's short.	We're short on time.	A vida é curta.	Temos pouco tempo.
Shortage	shortage				
Shortcut	shortcut	I know a shortcut.	I know a shortcut.	Eu conheço um atalho.	Eu conheço um atalho.
Shoulder	shoulder	My shoulders hurt.	I hurt my shoulder.	Os meus ombros estão doendo.	Aleijei-me no ombro.
Shout	shout	I shouted.	Tom wasn't shouting.	Eu gritei.	Tom não tinha gritado.
Shout	shout	I shouted.	Tom wasn't shouting.	Eu gritei.	Tom não tinha gritado.
Shovel	shovel	Bring a shovel.	Give me the shovel.	Traga uma pá.	Dê-me a pá.
Show	show	Show me.	Show me your letter.	Mostre-me.	Mostra-me a tua carta.
Shower	shower	Take a shower.	I shower once a day.	Tome um banho.	Tomo banho uma vez ao dia.
Shower	shower	Take a shower.	I shower once a day.	Tome um banho.	Tomo banho uma vez ao dia.
Shrimp	shrimp	My cat loves shrimp.	My cat loves shrimp.	Meu gato ama camarão.	Meu gato adora camarão.
Shrub	Shrub				
Shuttle	shuttle				
Shy	shy	I'm shy.	Tom is terribly shy.	Eu sou tímido.	Tom é totalmente tímido.
Shyness	shyness				
Sickle	sickle				
Sidewalk	sidewalk				
Signature	signature	That's my signature.	That's my signature.	Essa é minha assinatura.	Essa é minha assinatura.
Silk	silk	Silk feels soft.	Silk is expensive.	A seda é macia.	Seda é cara.
Silk-worm	silk	Silk feels soft.	Silk is expensive.	A seda é macia.	Seda é cara.
Silo	silo				
Silt	silt				
Silver	silver	This isn't silver.	This isn't silver.	Isso não é prata.	Isso não é prata.
Simple	simple	It's simple.	It was quite simple.	É simples.	Isso foi bem simples.
Simply	simply	It is simply this.	I simply don't know.	É simplesmente isto.	Eu simplesmente não sei.
Sin	sin	I have sinned.	I confessed my sin.	Eu pequei.	Confessei meu erro.
Sin	sin	I have sinned.	I confessed my sin.	Eu pequei.	Confessei meu erro.
Since	since	Since when?	Since you say so.	Desde quando?	Se você diz.
Since	since	Since when?	Since you say so.	Desde quando?	Se você diz.
Sincere	sincere	I'm sincere.	Be sincere with me.	Eu sou sincero.	Seja sincera comigo.
Sing	sing	I sing.	Sing me a love song.	Eu canto.	Canta-me uma canção de amor.
Singer	singer	Tom is a singer.	He is a good singer.	Tom é cantor.	Ele é um bom cantor.
Single	single	I'm single.	Is Tom still single?	Estou solteira.	Tom continua solteiro?
Single	single	I'm single.	Is Tom still single?	Estou solteira.	Tom continua solteiro?
Sink	sink	We're sinking.	The boat is sinking.	Nós estamos afundando.	O barco está afundando.
Sink	sink	We're sinking.	The boat is sinking.	Nós estamos afundando.	O barco está afundando.
Sink	sink	We're sinking.	The boat is sinking.	Nós estamos afundando.	O barco está afundando.
Siren	Siren	The siren blew.	The siren blew.	A sirene tocou.	A sirene tocou.
Sister	sister	I have sisters.	Is Mary your sister?	Eu tenho irmãs.	Maria é sua irmã?
Sit	sit	Sit down!	Tom sits over there.	Assente-se!	Tom está ali sentado.
Site	site	This site is useful.	This site is useful.	Esse site é útil.	Este site é útil.
Situation	situation				
Six	six	Wait till six.	Sami paid six bucks.	Espere até às seis.	Sami pagou seis dólares.
Sixteen	sixteen				
Sixth	sixth				
Sixty	sixty	I retired at sixty.	He retired at sixty.	Eu me aposentei aos sessenta.	Ele aposentou-se aos sessenta anos.
Size	size	Size does matter.	We're the same size.	O tamanho importa, sim.	Nós somos do mesmo tamanho.
Skeleton	Skeleton				
Skier	skier	Tom is a good skier.	Tom is a good skier.	O Tom é um bom esquiador.	O Tom é um bom esquiador.
Skilful	skilful				
Skill	skill	Hone your skills.	That takes skill.	Aprimore suas habilidades.	Isso requer habilidade.
Skill	skill	Hone your skills.	That takes skill.	Aprimore suas habilidades.	Isso requer habilidade.
Skin	skin	My skin is dry.	I'm watching Skins.	Minha pele é seca.	Estou a ver Skins.
Skin	skin	My skin is dry.	I'm watching Skins.	Minha pele é seca.	Estou a ver Skins.
Skirmish	skirmish				
Skirt	skirt	The skirt is long.	The girl has skirts.	A saia é longa.	A menina tem saias.
Sky	sky	I see the sky.	The skies are clear.	Eu estou vendo o céu.	O céu está sereno.
Skyrocket	Skyrocket				
Skyscraper	skyscraper				
Slap	slap	She slapped him.	I slapped his face.	Ela deu um tapa nele.	Eu dei uma mãozada na cara dele.
Slater	slater				
Slaughterhouse	slaughterhouse				
Slaughterhouse	slaughterhouse				
Slave	slave	I'm a slave.	I'm not Tom's slave.	Sou um escravo.	Não sou o escravo de Tom.
Slavery	slavery				
Sleek	sleek				
Sleep	sleep	Sleep!	I try to sleep well.	Durma!	Procuro dormir bem.
Sleep	sleep	Sleep!	I try to sleep well.	Durma!	Procuro dormir bem.
Sleepwalker	sleepwalker				
Slice	slice	I sliced the ham.	Tom sliced the tuna.	Eu fatiei o presunto.	Tom cortou o atum.
Slide	slide	Slide to unlock.	Slide to unlock.	Deslize para desbloquear.	Deslize para desbloquear.
Slip	Slip	I slipped.	I'm slipping.	Eu escorreguei.	Estou escorregando.
Slippery	slippery				
Slow	slow	Slow down.	My computer is slow.	Vá mais devagar.	Meu computador está lento.
Slowly	slowly	Eat slowly.	Please speak slowly.	Coma devagar.	Por favor, fale devagar.
Small	small	I'm small.	It's a little small.	Eu sou pequena.	Está um pouco pequeno.
Smart	smart	He's smart.	He's smart but poor.	Ele é inteligente.	Muita coisa na cabeça, nada nos bolsos.
Smell	smell	Smell it.	The socks smell bad.	Cheire isso.	As meias estão fedidas.
Smell	smell	Smell it.	The socks smell bad.	Cheire isso.	As meias estão fedidas.
Smell	smell	Smell it.	The socks smell bad.	Cheire isso.	As meias estão fedidas.
Smoke	smoke	I smoke.	Do you smoke cigars?	Eu fumo.	Você fuma charutos?
Snail	snail	Do you like snails?	Do you like snails?	Você gosta de caracóis?	Você gosta de caracóis?
Snake	snake	Look, a snake!	Snakes are reptiles.	Olhem, uma cobra!	As cobras são répteis.
Snake	snake	Look, a snake!	Snakes are reptiles.	Olhem, uma cobra!	As cobras são répteis.
Sneeze	sneeze	I sneezed.	Tom sneezes a lot.	Eu espirrei.	Tom espirra muito.
Snobbish	snobbish				
Snore	snore	I snore.	What causes snoring?	Eu ronco.	O que causa ronco?
Snoring	snore	I snore.	What causes snoring?	Eu ronco.	O que causa ronco?
Snout	snout				
Snow	snow	It snowed.	It might snow today.	Nevou.	Pode ser que neve hoje.
Snow	snow	It snowed.	It might snow today.	Nevou.	Pode ser que neve hoje.
So	so	So?	Our dog is so funny.	E então?	Nosso cachorro é tão engraçadinho.
Soap	soap	Soap, please.	We're out of soap.	Sabão, por favor.	Estamos sem sabonete.
Sociable	sociable	I'm sociable.	You're sociable.	Eu sou sociável.	Tu és sociável.
Socialist	socialist	Tom is a socialist.	Tom is a socialist.	Tom é socialista.	Tom é socialista.
Socks	sock	I wear socks.	The socks smell bad.	Eu uso meias.	As meias estão fedidas.
Soda	soda	I'd like a soda.	Do you want a soda?	Gostaria de um refrigerante.	Quer um refrigerante?
Soldier	soldier	Tom is a soldier.	Yanni is a soldier.	Tom é soldado.	Yanni é um soldado.
Sole	sole				
Sole	sole				
Solid	solid	It was solid red.	It was solid red.	Era completamente vermelho.	Era completamente vermelho.
Solidarity	solidarity				
Solitary	solitary				
Solution	solution	What's the solution?	What's the solution?	Qual é a solução?	Qual é a solução?
Someone	someone	Someone came.	Someone betrayed us.	Alguém veio.	Alguém nos traiu.
Something	something	Do something!	Something's changed.	Faça alguma coisa!	Alguma coisa está diferente.
Sometime	sometime				
Sometimes	sometimes	I study sometimes!	Sometimes I am calm.	Eu às vezes estudo!	Às vezes sou tranquilo.
Son	Son	He's my son.	Luke, I am your son.	Ele é meu filho.	Lucas, eu sou seu filho.
Son-in-law	Son	He's my son.	Luke, I am your son.	Ele é meu filho.	Lucas, eu sou seu filho.
Song	song	I sang a song.	Sing me a love song.	Eu cantei uma música.	Canta-me uma canção de amor.
Soon	soon	Come soon.	It'll be ready soon.	Venha logo.	Em breve vai estar pronto.
Soot	soot				
Soul	soul	My soul sings.	I didn't see a soul.	Minha alma canta.	Não vi nem uma alma.
Soup	soup	I want soup.	Thanks for the soup.	Eu quero sopa.	Obrigado pela sopa.
Source	source	Source of life.	Source of life.	Fonte de vida.	Fonte de vida.
South	south	To the south.	I'm South Korean.	Ao sul.	Eu sou sul-coreano.
Southern	southern				
Soviet	soviet				
Soybean	soybean				
Space	space	I need space.	Give me some space.	Preciso de espaço.	Dê-me espaço.
Spade	Spade				
Spain	Spain	I'm from Spain.	Do you like Spain?	Sou da Espanha.	Você gosta da Espanha?
Spanish	spanish	He is Spanish.	I teach you Spanish.	Ele é espanhol.	Te ensino espanhol.
Spanking	spanking				
Spark	spark				
Sparkling	sparkle				
Sparrow	sparrow				
Spasm	spasm				
Spatula	spatula				
Spear	spear				
Specialist	specialist				
Species	specie				
Spectacular	spectacular				
Spectrum	spectrum				
Speculation	speculation				
Speech	speech	He gave a speech.	His speech moved us.	Ele proferiu um discurso.	O discurso dele nos emocionou.
Speed	speed				
Speedboat	speedboat				
Speeding	speed				
Spelling	spelling				
Sperm	sperm				
Spermatozoon	spermatozoon				
Sphere	sphere				
Spices	spice	Pepper is a spice.	Pepper is a spice.	A pimenta é uma especiaria.	Pimenta é uma especiaria.
Spicy	spicy	The food is spicy.	The food is spicy.	A comida está apimentada.	A comida está apimentada.
Spider	spider	I hate spiders.	Are spiders insects?	Eu odeio aranhas.	As aranhas são insetos?
Spinach	spinach	I hate spinach.	Is this spinach?	Eu odeio espinafre.	Isto é espinafre?
Spine	spine	My spine hurts.	My spine hurts.	A minha coluna está doendo.	A minha coluna está doendo.
Spiral	spiral				
Spirit	Spirit				
Spiteful	spiteful				
Splint	splint				
Splinter	splinter				
Spokesperson	spokesperson				
Sponge	sponge				
Spontaneous	spontaneous	I'm spontaneous.	You're spontaneous.	Eu sou espontâneo.	És espontâneo.
Spontaneously	spontaneously				
Sporty	sporty				
Spot	spot	This is my spot.	You've been spotted.	Esse é meu lugar.	Você foi visto.
Sprain	sprain				
Spread	Spread	Spread the love.	Spread your fingers.	Espalhe o amor.	Abra os dedos.
Spring	spring	It's spring.	I don't like spring.	É primavera.	Eu não gosto de primavera.
Spring	spring	It's spring.	I don't like spring.	É primavera.	Eu não gosto de primavera.
Sprint	sprint				
Spy	spy	Tom is a spy.	I know you're a spy.	O Tom é espião.	Eu sei que você é uma espiã.
Spying	spy	Tom is a spy.	I know you're a spy.	O Tom é espião.	Eu sei que você é uma espiã.
Square	Square	I was square.	I was square.	Eu fui honesto.	Eu fui honesto.
Square	Square	I was square.	I was square.	Eu fui honesto.	Eu fui honesto.
Squash	squash				
Squid	squid				
Squid	squid				
Squirrel	squirrel	It's a squirrel.	Squirrels like nuts.	É um esquilo.	Os esquilos gostam de nozes.
Stab	stab	I stabbed Tom.	I tried to stab Tom.	Eu apunhalei Tom.	Eu tentei apunhalar Tom.
Stab	stab	I stabbed Tom.	I tried to stab Tom.	Eu apunhalei Tom.	Eu tentei apunhalar Tom.
Stable	stable				
Staff	staff				
Stage	stage	Get off the stage.	Get off the stage.	Saia do palco!	Saia do palco!
Stair	stair	Go up these stairs.	I sat on the stairs.	Suba estas escadas.	Eu me sentei na escada.
Stairs	stair	Go up these stairs.	I sat on the stairs.	Suba estas escadas.	Eu me sentei na escada.
Stalactite	stalactite				
Stalemate	stalemate				
Stamp	stamp	I need a stamp.	Tom collects stamps.	Preciso de um selo.	Tom coleciona selos.
Stamp	stamp	I need a stamp.	Tom collects stamps.	Preciso de um selo.	Tom coleciona selos.
Staple	staple				
Stapler	stapler				
Starfish	starfish				
Stars	star	I see a star.	Do you see the star?	Vejo uma estrela.	Você vê uma estrela?
Starter	starter				
Starting	start	Start.	They started eating.	Comece.	Eles começaram a comer.
Starting	start	Start.	They started eating.	Comece.	Eles começaram a comer.
Starving	starve	I'm starved.	The dog is starving.	Estou faminto.	O cachorro está faminto.
State	state	Is it a state?	He's in a bad state.	É um estado?	Ele está mal.
Statistics	statistic				
Statue	statue	I like that statue.	This statue is ugly.	Gosto daquela estátua.	Esta estátua é feia.
Steak	steak	I like steak.	Sami paid the steak.	Gosto de bife.	Sami pagou o bife.
Steam	steam				
Steam	steam				
Steel	steel				
Stem	stem	What's a stem cell?	What's a stem cell?	O que é uma célula tronco?	O que é uma célula tronco?
Sterile	sterile				
Steward	Steward				
Stick	Stick	I got stuck.	My zipper got stuck.	Eu fiquei preso.	Meu zíper emperrou.
Sticker	sticker				
Stiff	stiff	My neck is stiff.	I have a stiff neck.	Meu pescoço está duro.	Eu estou com torcicolo.
Stifling	stifle				
Still	still	Still?	I'll still love you.	Ainda?	Continuarei a te amar.
Still	still	Still?	I'll still love you.	Ainda?	Continuarei a te amar.
Stingy	stingy	Tom is stingy.	Tom is very stingy.	Tom é mesquinho.	Tom é muito mesquinho.
Stitches	stitch				
Stomach	stomach	My stomach hurts.	Lie on your stomach.	Eu estou com dor de estômago.	Deite de barriga para baixo.
Stone	stone	Tom's stoned.	Let's draw a stone.	Tom está chapado.	Vamos desenhar uma pedra.
Stone	stone	Tom's stoned.	Let's draw a stone.	Tom está chapado.	Vamos desenhar uma pedra.
Stone	stone	Tom's stoned.	Let's draw a stone.	Tom está chapado.	Vamos desenhar uma pedra.
Stone	stone	Tom's stoned.	Let's draw a stone.	Tom está chapado.	Vamos desenhar uma pedra.
Stools	stool	I have hard stools.	I have soft stools.	Tenho constipação.	Tenho fezes moles.
Stopwatch	stopwatch				
Storehouse	storehouse				
Storm	storm	A storm arose.	A storm is imminent.	Uma tempestade surgiu.	Uma tempestade está próxima.
Storm	storm	A storm arose.	A storm is imminent.	Uma tempestade surgiu.	Uma tempestade está próxima.
Stormy	stormy				
Stove	stove	Tom lit the stove.	Tom lit the stove.	O Tom acendeu o fogão.	O Tom acendeu o fogão.
Stowaway	stowaway				
Straightening	straighten	Straighten up.	Straighten your tie.	Endireite-se.	Endireite sua gravata.
Strange	strange	Strange.	Tom is very strange.	Estranho.	Tom é muito estranho.
Strategy	strategy	We need a strategy.	We need a strategy.	Nós precisamos de uma estratégia.	Nós precisamos de uma estratégia.
Straw	straw				
Straw	straw				
Strawberry	Strawberry	I love strawberries.	I love strawberries.	Amo morangos.	Amo morangos.
Street	street	In which street?	The street was dark.	Em que rua?	A rua estava escura.
Strenght	strenght				
Stress	stress	He's stressed.	He's stressed.	Ele está estressado.	Ele está estressado.
Stretcher	stretcher				
Strict	strict	Tom's strict.	I'm very strict.	Tom é severo.	Eu sou muito rígido.
Strike	strike	Tom struck Mary.	He struck a match.	O Tom realmente impressionou a Mary.	Ele acendeu um fósforo.
Striker	striker				
String	string				
Strip	strip				
Stroke	stroke	Tom had a stroke.	I've had a stroke.	O Tom teve um derrame.	Eu tive um acidente vascular cerebral.
Stroke	stroke	Tom had a stroke.	I've had a stroke.	O Tom teve um derrame.	Eu tive um acidente vascular cerebral.
Strong	strong	I'm strong.	I feel stronger now.	Eu sou forte.	Agora me sinto mais forte.
Stubborn	stubborn	I'm stubborn.	Don't be stubborn.	Sou teimoso.	Não sejam teimosos.
Student	student	I'm a student.	I'm a poor student.	Eu estou um aluno.	Eu sou um aluno pobre.
Studies	study	Study!	I told him to study.	Estude.	Eu disse a ele para estudar.
Study	study	Study!	I told him to study.	Estude.	Eu disse a ele para estudar.
Stuffed	stuff	I'm stuffed!	Where's Tom's stuff?	Estou cheio!	Onde estão as coisas do Tom?
Stunned	stun	I'm stunned.	They are stunned.	Eu estou pasmado.	Elas estão atónitas.
Stuntman	stuntman				
Stylish	stylish				
Submarine	submarine	Is that a submarine?	Is that a submarine?	Aquilo é um submarino?	Aquilo é um submarino?
Submission	submission				
Submissive	submissive				
Subscriber	subscriber				
Subsidy	subsidy				
Substitute	Substitute				
Substraction	substraction				
Subtitle	subtitle				
Suburb	suburb				
Succeed	succeed	We succeeded!	They succeeded.	Nós conseguimos!	Elas conseguiram.
Success	success	I wish you success.	I wish you success.	Desejo-te sucesso.	Desejo sucesso a você.
Successor	successor				
Suddenly	suddenly	He died suddenly.	Suddenly, it rained.	Ele morreu de repente.	De repente, choveu.
Suddenly	suddenly	He died suddenly.	Suddenly, it rained.	Ele morreu de repente.	De repente, choveu.
Sugar	Sugar	Milk? Sugar?	I'd like some sugar.	Leite? Açúcar?	Eu gostaria de um pouco de açúcar.
Suggestion	suggestion	Any suggestions?	I have a suggestion.	Alguma sugestão?	Eu tenho uma sugestão.
Suicidal	suicidal				
Suit	suit	Nice suit.	I don't have a suit.	Belo terno.	Eu não tenho terno.
Summarize	summarize				
Summary	summary	Read the summary.	Read the summary.	Leia o resumo.	Leia o resumo.
Summer	summer	I miss summer!	It's summer already.	Sinto falta do verão!	Já é verão.
Sun	Sun	The sun is up.	The sun was shining.	O sol saiu.	O sol brilhava.
Sunday	Sunday	Today is Sunday.	I work until Sunday.	Hoje é domingo.	Eu trabalho até de domingo.
Sundown	Sundown				
Sunglasses	sunglass	I have sunglasses.	She has sunglasses.	Eu tenho óculos de sol.	Ela tem óculos escuros.
Sunni	sunni				
Sunny	sunny	It's sunny.	I hope it is sunny.	Está ensolarado.	Espero que seja ensolarado.
Sunscreen	sunscreen				
Superficial	superficial				
Superlative	superlative				
Supermarket	supermarket				
Superstitious	superstitious				
Supervisor	supervisor				
Supple	supple				
Suppository	suppository				
Suppression	suppression				
Sura	sura				
Sure	sure	Sure!	I'm really not sure.	Claro!	Eu estou bastante inseguro.
Surely	surely				
Surfer	Surfer	Tom is a surfer.	Tom isn't a surfer.	Tom é surfista.	Tom não é surfista.
Surfing	surfing				
Surgeon	surgeon	Tom is a surgeon.	Tom is a surgeon.	Tom é um cirurgião.	Tom é cirurgião.
Surprise	surprise	Surprise!	That was a surprise.	Surpresa!	Isso foi uma surpresa.
Surprise	surprise	Surprise!	That was a surprise.	Surpresa!	Isso foi uma surpresa.
Surprising	surprising	That is surprising.	That was surprising.	Isso é surpreendente.	Isso foi surpreendente.
Surrealist	surrealist				
Surrender	surrender	I surrender.	You must surrender.	Eu me rendo.	Você deve se render.
Surrender	surrender	I surrender.	You must surrender.	Eu me rendo.	Você deve se render.
Surveilance	surveilance				
Survey	survey	Who did the survey?	Let's take a survey.	Quem fez o inquérito?	Vamos averiguar.
Survivor	survivor	You're a survivor.	Are there survivors?	Você é um sobrevivente.	Há sobreviventes?
Susceptibility	susceptibility				
Suspect	suspect	I'm a suspect.	Who do you suspect?	Eu sou um suspeito.	De quem você suspeita?
Suspicious	suspicious	It's suspicious.	It looks suspicious.	É suspeito.	Parece suspeito.
Sustainable	sustainable				
Swab	swab				
Swahili	swahili				
Swallow	swallow				
Swallow	swallow				
Swamp	swamp				
Sweat	sweat	Tom sweated.	I wouldn't sweat it.	Tom suava.	Eu não me preocuparia.
Sweaty	sweaty	I'm sweaty.	I'm sweaty.	Estou suado.	Estou suada.
Sweep	sweep	Sweep my room.	Tom swept the floor.	Varra o meu quarto.	Tom varreu o chão.
Sweet	Sweet	It's sweet.	I want these sweets.	É doce.	Eu quero esses doces.
Swell	swell				
Swimming	swimming	No swimming.	I'm bad at swimming.	Proibido nadar.	Eu nado mal.
Swimsuit	Swimsuit				
Swindle	swindle				
Swing	swing	Come swing with me.	Come swing with me.	Vem balançar comigo.	Venha balançar comigo.
Switch	switch	Let's switch seats.	Let's switch seats.	Vamos mudar de lugar.	Vamos mudar de lugar.
Switzerland	Switzerland				
Syllable	syllable				
Symbol	symbol	This is a symbol.	This is a symbol.	Isto é um símbolo.	Isto é um símbolo.
Symbolic	symbolic				
Symmetrical	symmetrical				
Synagogue	synagogue				
Synonym	synonym				
Syphilis	syphili				
Syria	Syria				
Syrup	syrup				
T-shirt	t	Tom won a T-shirt.	Give me the T-shirt.	Tom ganhou uma camiseta.	Dai-me a camisa esporte.
TRUE	true	It's true!	I guess that's true.	É verdade!	Acho que isso é verdade.
Table	table	Set the table.	Is that table dirty?	Põe a mesa.	Aquela mesa está suja?
Table	table	Set the table.	Is that table dirty?	Põe a mesa.	Aquela mesa está suja?
Tablecloth	tablecloth				
Tablecloth	tablecloth				
Tactic	tactic				
Tadpole	tadpole				
Tail	tail	My tail hurts!	Get off my tail.	Minha cauda está doendo!	Saia da minha aba.
Tail	tail	My tail hurts!	Get off my tail.	Minha cauda está doendo!	Saia da minha aba.
Tailor	tailor	He is a tailor.	He is a tailor.	Ele é alfaiate.	Ele é alfaiate.
Taiwan	Taiwan				
Take	take	Take it!	Can I take you home?	Pegue-o!	Posso levá-lo para casa?
Take-off	take	Take it!	Can I take you home?	Pegue-o!	Posso levá-lo para casa?
Talk	talk	I talked.	Enough of this talk.	Eu falei.	Chega desta conversa.
Talk	talk	I talked.	Enough of this talk.	Eu falei.	Chega desta conversa.
Talks	talk	I talked.	Enough of this talk.	Eu falei.	Chega desta conversa.
Tall	tall	I'm tall.	She is growing tall.	Eu sou alto.	Ela está crescendo.
Tank	tank	The tank is full.	I have a fish tank.	A caixa d'água está cheia.	Tenho um aquário.
Tanned	tan	Tom got a tan.	Tom got a tan.	Tom pegou um bronzeado.	Tom pegou um bronzeado.
Tar	tar				
Tarantula	tarantula				
Target	target	Change target.	They hit the target.	Mude o alvo.	Eles acertaram o alvo.
Task	task	What is my task?	What is my task?	Qual é a minha tarefa?	Qual é a minha tarefa?
Tasty	tasty	Is it tasty?	The cake is tasty.	É gostoso?	O bolo está gostoso.
Tattoo	tattoo	I hate tattoos.	Show me your tattoo.	Eu odeio tatuagens.	Mostre-me a sua tatuagem.
Taut	taut				
Tax	tax	We must pay the tax.	How much is the tax?	Devemos pagar o imposto.	De quanto é o imposto?
Taxes	taxis	I pay taxes.	Taxis are expensive.	Eu pago os impostos.	Táxi custa caro.
Taxi	taxi	I need a taxi!	I called Tom a taxi.	Eu preciso de um táxi!	Chamei um táxi para Tom.
Taxpayer	Taxpayer				
Tea	tea	Give tea.	Does Mary drink tea?	Dê chá.	Mary bebe chá?
Teach	teach	I teach.	I teach you Spanish.	Eu ensino.	Te ensino espanhol.
Teacher	teacher	I'm a teacher.	Who is your teacher?	Sou professor.	Quem é o seu professor?
Teacher	teacher	I'm a teacher.	Who is your teacher?	Sou professor.	Quem é o seu professor?
Teacher	teacher	I'm a teacher.	Who is your teacher?	Sou professor.	Quem é o seu professor?
Team	team	Our team won.	I hope my team wins.	Nosso time ganhou.	Espero que meu time vença.
Teapot	teapot				
Tear	tear	Dry my tears.	I tore up the paper.	Seque minhas lágrimas.	Eu rasguei o papel.
Tear	tear	Dry my tears.	I tore up the paper.	Seque minhas lágrimas.	Eu rasguei o papel.
Teaspoon	teaspoon				
Teat	teat				
Technological	technological				
Technology	technology				
Teenager	Teenager	He's a teenager.	Tom is a teenager.	Ele é um adolescente.	Tom é um adolescente.
