English Word	Portuguese Translation	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
sustainable	sustentável	It also forms a vital cornerstone of the strategy for sustainable development.	“Existing buildings already have a lot of embodied energy that has gone into creating them, and as long as we can get them a new lease on life, then that can be a very sustainable thing to do,” says Strachan Forgan, an architect and principal at Solomon Cordwell Buenz	Constitui também um pilar decisivo da estratégia de desenvolvimento sustentável.	“Os edifícios existentes já têm muita energia consagrada que foi investida na sua criação e, enquanto nós pudermos dar-lhes um novo fôlego de vida, isso pode ser algo muito sustentável de fazer”, diz Strachan Forgan, arquiteto e administrador da Solomon Cordwell Buenz
swab	cotonete				
swahili	suaíli	If an Icelandic sentence has a translation in English, and the English sentence has a translation in Swahili, then indirectly, this will provide a Swahili translation for the Icelandic sentence.	If an Icelandic sentence has a translation in English, and the English sentence has a translation in Swahili, then indirectly, this will provide a Swahili translation for the Icelandic sentence.	Se uma frase em islandês tem uma tradução em inglês e essa frase inglesa tem uma tradução em suaíli, então, indiretamente, teremos uma tradução suaíli para a frase islandesa.	Se uma frase em islandês tiver uma tradução em inglês e uma frase em inglês tiver uma tradução em suaíli, indiretamente isso nos dará uma tradução em suaíli da frase em islandês
swallow	engolir	I can't even swallow.	The drink that was used to wash down the stew was a very unusual mixture of wine made from grapes, beer made from barley, and what we call mead, made from honey.	Eu não consigo nem engolir.	A bebida que era utilizada para ajudar a engolir o guisado era uma mistura muito invulgar de vinho à base de uvas, cerveja à base de cevada e aquilo a que chamamos hidromel, à base de mel
swallow	engolir	I can't even swallow.	The drink that was used to wash down the stew was a very unusual mixture of wine made from grapes, beer made from barley, and what we call mead, made from honey.	Eu não consigo nem engolir.	A bebida que era utilizada para ajudar a engolir o guisado era uma mistura muito invulgar de vinho à base de uvas, cerveja à base de cevada e aquilo a que chamamos hidromel, à base de mel
swamp	pântano	It's a marsh.	The invasive reed Phragmites has been steadily overtaking a marsh scientists are studying.	É um pântano.	O caniço-da-água invasivo tem estado a apoderar-se gradualmente de um pântano que os cientistas andam a estudar
sweat	suor	I'm drenched in sweat.	 It is spending the sweat of its laborers, the genius of its scientists, the hopes of its children	Estou encharcado de suor.	 Está gastando o suor dos seus trabalhadores, o talento dos seus cientistas, as esperanças das suas crianças
sweaty	suado	I'm sweaty.	I have to take a bath, because I'm all sweaty	Estou suado.	Eu preciso tomar um banho, porque eu estou todo suado
sweep	varrer	I'll sweep the floor.	After you blow up those balloons, could you sweep the room?	Vou varrer o chão.	Após encher os balões, poderia varrer a sala?
Sweet	Doce	Sweet revenge.	It is sweet to dream, to love, to sing – to live!	Doce vingança.	Doce é sonhar, amar, cantar – viver!
swell	inchar				
swimming	natação	Tom is on the swim team.	She takes singing and dancing lessons, not to mention swimming and tennis lessons	Tom faz parte do time de natação.	Ela tem aulas de canto e de dança, para não mencionar natação e tênis
Swimsuit	roupa de banho				
swindle	trapacear				
swing	balanço	The assessment came as Britain’s defense ministry said it expects fighting in eastern Ukraine “will intensify over the next two to three weeks as Russia continues to refocus its efforts there.”	The assessment came as Britain’s defense ministry said it expects fighting in eastern Ukraine “will intensify over the next two to three weeks as Russia continues to refocus its efforts there.”	"O balanço surge numa altura em que o Ministério da Defesa da Grã-Bretanha afirma esperar que os combates no leste da Ucrânia ""se intensifiquem nas próximas duas a três semanas, à medida que a Rússia continua a reconcentrar os seus esforços nessa região""."	"O balanço surge numa altura em que o Ministério da Defesa da Grã-Bretanha afirma esperar que os combates no leste da Ucrânia ""se intensifiquem nas próximas duas a três semanas, à medida que a Rússia continua a reconcentrar os seus esforços nessa região"""
switch	trocar	Let's change seats.	Vehicle-to-vehicle, or V2V, is a short-range communication technology that enables vehicles to exchange vital information 10 times per second, about location, speed, acceleration and braking.	Vamos trocar de cadeiras.	Veículo-com-veículo, ou V2V, é uma tecnologia de comunicação de curto alcance que permite aos veículos trocar informações vitais 10 vezes por segundo, sobre localização, velocidade, aceleração e travagem
Switzerland	Suíça	Switzerland isn't Sweden.	 It links France, Switzerland and Germany through an incredible diversity of landscapes where, flanked by mountains and the banks of the Rhine, open-air activities abound	A Suíça não é a Suécia.	 Por meio de uma incrível diversidade de paisagens, entre a França, Suíça e Alemanha e está ladeada por montanhas e pelas margens do Reno, onde abundam atividades ao ar livre
syllable	sílaba	Which syllable is always stressed in Esperanto?	Placing the stress on the first syllable of a word has distinct advantages, namely that it makes it clear where boundaries between words are within a sentence when someone is speaking Toki Pona out loud	Sobre qual sílaba é sempre o acento em Esperanto?	Colocar o acento tônico na primeira sílaba de uma palavra tem evidentes vantagens, ou seja, deixa claro onde estão os limites entre as palavras dentro de uma frase quando alguém está falando Toki Pona em voz alta
symbol	símbolo	This is a symbol.	Experts say Pyongyang's demolition of South Korean-owned facilities at the Mount Kumgang tourism site, once symbolic of inter-Korean cooperation, signals the regime is no longer seeking to engage with Seoul and Washington for now	Isto é um símbolo.	Os especialistas dizem que a demolição por parte de Pyongyang de instalações pertencentes à Coreia do Sul no local turístico do Monte Kumgang, outrora símbolo da cooperação intercoreana, sinaliza que o regime já não está a procurar colaborar com Seul e Washington de momento
symbolic	simbólico				
symmetrical	simétrico	It needs to be perfectly symmetrical.	It needs to be perfectly symmetrical	Tem que ser perfeitamente simétrico.	Tem que ser perfeitamente simétrico
synagogue	sinagoga	While condemning Saturday’s deadly mass shooting at a Jewish synagogue in Pittsburgh, Pennsylvania, faith and civil rights leaders are urging a more respectful and less vitriolic national discourse to combat extremism, racism and hate crimes in America.	While condemning Saturday’s deadly mass shooting at a Jewish synagogue in Pittsburgh, Pennsylvania, faith and civil rights leaders are urging a more respectful and less vitriolic national discourse to combat extremism, racism and hate crimes in America	Embora reprovando do tiroteio em massa mortífero de sábado numa sinagoga judaica em Pittsburgh, na Pensilvânia, líderes religiosos e de direitos civis apelam a um discurso nacional mais respeitoso e menos cáustico para combater o extremismo, o racismo e os crimes de ódio na América.	Embora reprovando do tiroteio em massa mortífero de sábado numa sinagoga judaica em Pittsburgh, na Pensilvânia, líderes religiosos e de direitos civis apelam a um discurso nacional mais respeitoso e menos cáustico para combater o extremismo, o racismo e os crimes de ódio na América
synonym	sinônimo	The words synonym and antonym are antonyms.	Life is synonymous with chemical engineering of inconceivable complexity, compartmentalization, and incredibly precise organization	As palavras sinônimo e antônimo são antônimas.	Vida é sinônimo de engenharia química de inconcebível complexidade, compartimentação e incrivelmente precisa organização
syphili	sífilis				
Syria	Síria	"Syria is called ""Suriyah"" in Arabic."	 officials said they were still trying to fathom Russian President Vladimir Putin's strategy in Syria - whether his military objective is to help battle against Islamic State extremists, as Moscow claims, or to strike at rebel fighters seeking to topple President Bashar al-Assad, a Russian ally	"A Síria chama-se ""Suriyah"" em árabe."	A condena foi feita num momento em que oficiais norte-americanos diziam que ainda estavam a tentar compreender a estratégia do presidente russo Vladimir Putin na Síria — se o seu objetivo militar é ajudar a combater os extremistas do Estado Islâmico, como afirma Moscovo, ou se é atacar os combatentes rebeldes que procuram derrubar o Presidente Bashar al-Assad, um aliado russo
syrup	xarope	I don't put syrup on my pancakes.	Tomorrow's breakfast served in a bowl: yogurt, walnuts, date molasses, more yogurt, strawberries, pistachios, whipped cream, and topped off with a drizzle of black currant syrup	Eu não coloco xarope nas minhas panquecas americanas.	O pequeno-almoço de amanhã é iogurte, nozes, melaço de tâmaras, mais iogurte, morangos, pistácios e natas batidas, tudo isto servido numa tigela, com xarope de groselha negra espalhado no topo
t	t	Yeah, show us your t... ranslations...	Yeah, show us your t	É isso aí, mostra para a gente as suas t... raduções...	É isso aí, mostra para a gente as suas t
true	verdadeiro	It was a mess.	 Its true significance will only be perceived, I believe, in a few years or a few decades, when its beneficial influence will have radiated to the most distant corners of the planet	Era um verdadeiro caos.	 Seu verdadeiro significado só será percebido, acredito, daqui a alguns anos ou algumas décadas, quando sua benéfica influência se terá irradiado aos mais distantes rincões do planeta
table	tabela	He learnt the periodic table by heart just for fun.	A chandelier shaped like a basketball net, by American artist David Hammons, a slow-burning wax replica of a 16th century sculpture aimed to melt completely in six months, the works of Chinese-born painter Xinyi Cheng and British artist Lynette Yiadom-Boakye — the Pinault Collection is an eclectic mix of contemporary art.	Ele decorou a tabela periódica só por diversão.	Um lustre em forma de tabela de basquetebol, pelo artista americano David Hammons, uma réplica de cera que arde lentamente de uma escultura do século XVI destinada a derreter por completo em seis meses, as obras do pintor chinês Xinyi Cheng e da artista britânica Lynette Yiadom-Boakye — a Colecção Pinault é uma mistura ecléctica de arte contemporânea
table	tabela	He learnt the periodic table by heart just for fun.	A chandelier shaped like a basketball net, by American artist David Hammons, a slow-burning wax replica of a 16th century sculpture aimed to melt completely in six months, the works of Chinese-born painter Xinyi Cheng and British artist Lynette Yiadom-Boakye — the Pinault Collection is an eclectic mix of contemporary art.	Ele decorou a tabela periódica só por diversão.	Um lustre em forma de tabela de basquetebol, pelo artista americano David Hammons, uma réplica de cera que arde lentamente de uma escultura do século XVI destinada a derreter por completo em seis meses, as obras do pintor chinês Xinyi Cheng e da artista britânica Lynette Yiadom-Boakye — a Colecção Pinault é uma mistura ecléctica de arte contemporânea
tablecloth	toalha de mesa				
tablecloth	toalha de mesa				
tactic	tática	Tom changed his tactics.	Billions of dollars are at stake in the squabble over a tax tactic called “inversion,” that President Barack Obama believes is not fair to their American competitors or the hard-working American taxpayer	Tom mudou de tática.	Milhares de milhões de dólares estão em jogo na briga em torno de uma tática fiscal chamada «inversão», que o Presidente Barack Obama acredita não ser justa para os concorrentes americanos nem para os incansáveis contribuintes americanos
tadpole	girino				
tail	rabo	Look at that ass.	A long ponytail trails down her back, small gold drops dangle from her ears, and she's wearing sneakers	Olhe para aquele rabo.	Um longo rabo de cavalo percorre as suas costas, pequenas gotas de ouro pendem das suas orelhas e ela está a usar sapatilhas
tail	rabo	Look at that ass.	A long ponytail trails down her back, small gold drops dangle from her ears, and she's wearing sneakers	Olhe para aquele rabo.	Um longo rabo de cavalo percorre as suas costas, pequenas gotas de ouro pendem das suas orelhas e ela está a usar sapatilhas
tailor	alfaiate	He is a tailor.	In a Yiddish story, a marriage broker attempts to arrange for a poor couple’s daughter to marry an old butcher, although she really loves a young tailor	Ele é alfaiate.	Há uma história iídiche em que um casamenteiro tenta convencer a filha de um casal pobre a casar com um velho carniceiro, apesar de ela amar mesmo um jovem alfaiate
Taiwan	Taiwan	Summers in Taiwan are sweltering.	Taiwan expects a slow absorption of U	Os verões em Taiwan são sufocantes.	Taiwan prevê uma absorção lenta da tecnologia dos submarinos militares norte-americanos devido a barreiras técnicas e à oposição da sua principal rival China, apesar de Washington ter concordado este mês em deixar os construtores americanos transmitir a informação sensível
take	leva	It takes time.	Ruy López de Segura, a priest and a famous Spanish chess player of the 16th century, wrote a book of 150 pages, called Libro del Ajedrez, about exhaustive studies he made on the opening (1. e4 e5 2. ♘f3 ♘c6 3. ♗b5) that is named after him.	Isso leva tempo.	♗b5) que leva o seu nome
take	leva	It takes time.	Ruy López de Segura, a priest and a famous Spanish chess player of the 16th century, wrote a book of 150 pages, called Libro del Ajedrez, about exhaustive studies he made on the opening (1. e4 e5 2. ♘f3 ♘c6 3. ♗b5) that is named after him.	Isso leva tempo.	♗b5) que leva o seu nome
talk	conversa	We talk a lot.	Trump has disputed Comey's account of the conversation about Flynn as inaccurate, although his oldest son, Donald Trump Jr., a frequent defender of his father's White House performance, seemed to confirm the gist of it.	A gente conversa bastante.	O Trump contestou o testemunho do Comey sobre a conversa sobre o Flynn como sendo impreciso, embora o seu filho mais velho, o Donald Trump Jr
talk	conversa	We talk a lot.	Trump has disputed Comey's account of the conversation about Flynn as inaccurate, although his oldest son, Donald Trump Jr., a frequent defender of his father's White House performance, seemed to confirm the gist of it.	A gente conversa bastante.	O Trump contestou o testemunho do Comey sobre a conversa sobre o Flynn como sendo impreciso, embora o seu filho mais velho, o Donald Trump Jr
talk	conversa	We talk a lot.	Trump has disputed Comey's account of the conversation about Flynn as inaccurate, although his oldest son, Donald Trump Jr., a frequent defender of his father's White House performance, seemed to confirm the gist of it.	A gente conversa bastante.	O Trump contestou o testemunho do Comey sobre a conversa sobre o Flynn como sendo impreciso, embora o seu filho mais velho, o Donald Trump Jr
tall	alta	Read aloud.	Our highest assurance of the goodness of Providence seems to me to rest in the flowers. All other things, our powers, our desires, our food, are all really necessary for our existence in the first instance. But this rose is an extra. Its smell and its colour are an embellishment of life, not a condition of it.	Leia em voz alta.	Nossa mais alta certeza da bondade da Providência parece-me estar colocada nas flores
tank	tanque	Fill it up.	Lion's mane jellyfish swim in their display tank at Sea Life Melbourne Aquarium in Melbourne, as the aquarium prepares to open to the public again after Australia eased some of its COVID-19 restrictions	Encha o tanque.	Águas-vivas-cabeludas nadam no seu tanque de exposição no Aquário de Vida Marinha de Melbourne, enquanto o aquário se prepara para abrir novamente ao público depois de a Austrália ter aliviado algumas das suas restrições COVID-19
tan	bronzeado	Tom got a tan.	The photos, posted in the Korean Central News Agency, showed Kim wearing a puffy tan overcoat and glasses, sitting atop a white horse whose bridle and harness appeared to be covered in sparkling, silver gemstones	Tom pegou um bronzeado.	As fotos, publicadas na Agência Central de Notícias Coreana, mostravam Kim com um sobretudo bronzeado peludo e óculos, sentado em cima de um cavalo branco cuja cabeçada e arreios pareciam estar cobertos de pedras preciosas cintilantes prateadas
tar	alcatrão	Like the moth of the inchworm it climbs trees to lay its eggs, but can be prevented by the use of tar on the trunk.	 He wore an open jacket, with a splotch of tar on the sleeve, a red-and-black check shirt, dungaree trousers, and heavy boots badly worn	Tal como a traça da lagarta-mede-palmos, ela trepa às árvores para pôr os seus ovos, mas pode ser impedida aplicando alcatrão no tronco.	 Ele vestia um casaco aberto, com uma mancha de alcatrão na manga, uma camisa de xadrez vermelha e preta, calças de ganga e botas pesadas seriamente gastas
tarantula	tarântula	Just then one of my eyes saw a roadrunner skipping down the hill with a young tarantula in his bill, and the other eye noticed a rabbit-hawk sitting on a dead limb in a water-elm.	Just then one of my eyes saw a roadrunner skipping down the hill with a young tarantula in his bill, and the other eye noticed a rabbit-hawk sitting on a dead limb in a water-elm	Nesse mesmo instante, um dos meus olhos viu um papa-léguas saltitando pela colina abaixo com uma tarântula jovem no seu bico e o outro olho reparou num búteo-de-cauda-vermelha sentado no ramo morto de uma planera.	Nesse mesmo instante, um dos meus olhos viu um papa-léguas saltitando pela colina abaixo com uma tarântula jovem no seu bico e o outro olho reparou num búteo-de-cauda-vermelha sentado no ramo morto de uma planera
target	alvo	Change target.	One of the world’s biggest gambling centers before the COVID-19 closures, Macao is now experiencing tougher scrutiny on its casino scene as part of what analysts describe as an effort to control crime and capital outflows that rippled into the mainland China economy.	Mude o alvo.	Um dos maiores centros de jogos de azar do mundo antes dos encerramentos devido à COVID-19, Macau, está agora a ser alvo de um escrutínio mais severo ao sector dos casinos como parte do que os analistas descrevem como um esforço para controlar o crime e as saídas de capital que atingiram até a economia da China continental
task	tarefa	Laundry is a chore.	Tantalus, in spite of his thirst, stopped for a moment his efforts for water, Ixion's wheel stood still, the vulture ceased to tear the giant's liver, the daughters of Danaus rested from their task of drawing water in a sieve, and Sisyphus sat on his rock to listen	Lavar roupa é uma tarefa árdua.	O Tântalo, apesar da sua sede, interrompeu por um momento os seus esforços para obter água, a roda do Íxion deteve-se, o abutre cessou de dilacerar o fígado do gigante, as filhas do Dánao descansaram da sua tarefa de recolher água em peneiras e o Sísifo sentou-se na sua rocha para ouvir
tasty	gostoso	This tastes good.	For being such an expensive wine, it really should taste better than this.	Isto é gostoso.	Por ser um vinho tão caro, ele deveria ser bem mais gostoso
tattoo	tatuagem	I have a tattoo.	Tom put a Band-Aid over his small tattoo of a spider so he would be allowed into a Japanese hot spring	Tenho uma tatuagem.	Tom colocou um Band-Aid sobre sua pequena tatuagem de aranha para poder entrar numa fonte termal japonesa
taut	tenso	Tom is tense.	Guineans say the media - especially in the run-up to the September 24 legislative poll - has a pivotal role in ensuring that a tense climate does not degenerate into chaos.	Tom está tenso.	Os guineenses dizem que os meios de comunicação social — especialmente durante o período que antecede a sondagem legislativa de 24 de Setembro — têm o papel fundamental de assegurar que o clima tenso não degenera em caos
tax	imposto	We must pay the tax.	Days after Afghanistan’s Taliban rulers imposed travel restrictions on women, a new decree is recommending that barbershops refrain from shaving or trimming beards, saying such actions are forbidden in Islam.	Devemos pagar o imposto.	Dias após os governantes talibãs no Afeganistão terem imposto restrições de deslocação às mulheres, um novo decreto recomenda que as barbearias se abstenham de rapar ou aparar a barba, dizendo que tais ações são proibidas pelo islão
taxis	Táxis				
taxi	Táxi	Taxis are expensive.	Taxis are expensive.	Táxi custa caro.	Táxi custa caro
Taxpayer	Contribuinte				
tea	chá	Give tea.	In the morning of the 28th of January of 2022, whilst I was eating my pizza and drinking my iced tea in the pizzeria, peering through the side window, I could see a handsome bearded man in orange labourer's overalls	Dê chá.	Na manhã de 28 de janeiro de 2022, enquanto comia a minha pizza e bebia o meu chá gelado na pizzaria, olhando pela janela lateral, consegui ver um homem de barba bem-parecido com fato-macaco laranja
teach	Ensinar	Teaching is learning.	Educating every American student to graduate from high school prepared for college and for a career is a national imperative.	Ensinar é aprender.	Ensinar todos os estudantes americanos de modo a eles concluírem o ensino secundário preparados para a faculdade e para uma carreira é um imperativo nacional
teacher	professora	I'm a teacher.	All living cells undergo cell division and palbociclib's unique capacity to halt the cell division process (also known as the 'cell cycle') therefore has potentially broad applicability, said lead author Amy S. Clark, MD, MSCE, an assistant professor of Hematology/Oncology at Penn's Perelman School of Medicine and ACC.	Eu sou professora.	 Clark, MD, MSCE, professora assistente de Hematologia/Oncologia na Faculdade Perelman de Medicina e no Centro Oncológico Abramson da Universidade da Pensilvânia
teacher	professora	I'm a teacher.	All living cells undergo cell division and palbociclib's unique capacity to halt the cell division process (also known as the 'cell cycle') therefore has potentially broad applicability, said lead author Amy S. Clark, MD, MSCE, an assistant professor of Hematology/Oncology at Penn's Perelman School of Medicine and ACC.	Eu sou professora.	 Clark, MD, MSCE, professora assistente de Hematologia/Oncologia na Faculdade Perelman de Medicina e no Centro Oncológico Abramson da Universidade da Pensilvânia
teacher	professora	I'm a teacher.	All living cells undergo cell division and palbociclib's unique capacity to halt the cell division process (also known as the 'cell cycle') therefore has potentially broad applicability, said lead author Amy S. Clark, MD, MSCE, an assistant professor of Hematology/Oncology at Penn's Perelman School of Medicine and ACC.	Eu sou professora.	 Clark, MD, MSCE, professora assistente de Hematologia/Oncologia na Faculdade Perelman de Medicina e no Centro Oncológico Abramson da Universidade da Pensilvânia
team	equipe	Our team lost.	Employees can be motivated with good, fair wages, the chance to work in a good team or on exciting tasks, and with clear economic incentives such as performance pay or opportunity for promotion	Nossa equipe perdeu.	Os empregados podem ser motivados com bons e justos salários, a chance de trabalhar em uma boa equipe ou tarefas empolgantes, e com incentivos econômicos claros como pagamentos por performance e oportunidade de promoção
teapot	bule	The tea is in the teapot.	Tom put the teapot on the table	O chá está no bule.	Tom pôs o bule sobre a mesa
tear	rasgar	I saw my sister tear up the letter.	We cannot tear a single page from our life, but we can throw the book into the fire	Vi a minha irmã rasgar a carta.	Não podemos rasgar nenhuma página de nossa vida, mas podemos jogar o livro no fogo
tear	rasgar	I saw my sister tear up the letter.	We cannot tear a single page from our life, but we can throw the book into the fire	Vi a minha irmã rasgar a carta.	Não podemos rasgar nenhuma página de nossa vida, mas podemos jogar o livro no fogo
teaspoon	colher de chá				
teat	teta				
technological	tecnológica	A German tech company, along with French regional officials, have unveiled a prototype of a flying taxi that could begin demonstration flights in Paris as early as 2024.	A German tech company, along with French regional officials, have unveiled a prototype of a flying taxi that could begin demonstration flights in Paris as early as 2024.	Uma companhia tecnológica alemã, juntamente com funcionários regionais franceses, desvendaram o protótipo de um táxi voador que poderá começar a realizar voos de demonstração em Paris já em 2024.	Uma companhia tecnológica alemã, juntamente com funcionários regionais franceses, desvendaram o protótipo de um táxi voador que poderá começar a realizar voos de demonstração em Paris já em 2024
technology	tecnologia	Technology is just a tool.	 military submarine technology due to technical barriers and opposition from its chief rival China, despite Washington’s agreement this month to let American contractors pass on the sensitive information	A tecnologia é apenas uma ferramenta.	Taiwan prevê uma absorção lenta da tecnologia dos submarinos militares norte-americanos devido a barreiras técnicas e à oposição da sua principal rival China, apesar de Washington ter concordado este mês em deixar os construtores americanos transmitir a informação sensível
Teenager	Adolescente				
tooth	dente	My tooth hurts.	Tom asked Mary to pick up some toothpaste and some toilet paper at the supermarket	Meu dente dói.	Tom pediu a Maria que trouxesse pasta de dente e papel higiênico do supermercado
telepathy	telepatia				
telescope	telescópio	Tom wants a telescope.	Some people believe that Galileo was the first person who built a telescope	Tom quer um telescópio.	Algumas pessoas acreditam que Galileu foi quem primeiro construiu um telescópio
temperature	temperatura	Check the temperature.	 To create a test-worthy level of heat, the researchers used a particle accelerator and IMAX projectors — jury-rigged to increase their temperature	Verifique a temperatura.	 Para criar um nível de calor digno de teste, os investigadores utilizaram um acelerador de partículas e projetores IMAX — manipulados pelo júri para aumentar a sua temperatura
Temple	têmpora	During the night, a wasp stung my temple.	During the night, a wasp stung my temple.	Durante a noite, uma vespa picou minha têmpora.	Durante a noite, uma vespa picou minha têmpora
Tempo	Tempo	Time is money.	Filby became pensive. “Clearly,” the Time Traveller proceeded, “any real body must have extension in four directions: it must have Length, Breadth, Thickness, and—Duration. But through a natural infirmity of the flesh, which I will explain to you in a moment, we incline to overlook this fact. There are really four dimensions, three which we call the three planes of Space, and a fourth, Time. There is, however, a tendency to draw an unreal distinction between the former three dimensions and the latter, because it happens that our consciousness moves intermittently in one direction along the latter from the beginning to the end of our lives.”	Tempo é dinheiro.	 «Claramente,» prosseguiu o Viajante do Tempo, «qualquer corpo real deve ter extensão em quatro direções: deve ter Comprimento, Amplitude, Espessura e—Duração
temporary	temporário	Thania's job is temporary.	Britain’s opposition Labor Party Leader Keir Starmer on Tuesday called on the government to implement a three-week temporary nationwide “circuit breaker” lockdown to stop the spread of COVID-19 throughout Britain	O trabalho da Thania é temporário.	O líder do Partido Trabalhista da oposição na Grã-Bretanha, Keir Starmer, apelou na terça-feira ao governo para implementar um confinamento temporário “disjuntor de circuito” de três semanas a nível nacional para impedir a propagação da COVID-19 por toda a Grã-Bretanha
temporary	temporário	Thania's job is temporary.	Britain’s opposition Labor Party Leader Keir Starmer on Tuesday called on the government to implement a three-week temporary nationwide “circuit breaker” lockdown to stop the spread of COVID-19 throughout Britain	O trabalho da Thania é temporário.	O líder do Partido Trabalhista da oposição na Grã-Bretanha, Keir Starmer, apelou na terça-feira ao governo para implementar um confinamento temporário “disjuntor de circuito” de três semanas a nível nacional para impedir a propagação da COVID-19 por toda a Grã-Bretanha
temptation	tentação	Don't yield to any temptation.	 Lead us not into temptation, but deliver us from evil	Não caia em nenhuma tentação.	 Livra-nos do mal, não nos deixando cair em tentação
ten	dez	It's 7:50.	“Fear not, nurse,” answered Telemachus, “my scheme is not without heaven’s sanction; but swear that you will say nothing about all this to my mother, till I have been away some ten or twelve days, unless she hears of my having gone, and asks you; for I do not want her to spoil her beauty by crying	São dez para as oito.	“Não temas, ama”, respondeu o Telémaco, “o meu estratagema não carece da sanção celestial; mas jura que nada dirás sobre tudo isto à minha mãe até eu me ter ausentado uns dez ou doze dias, a menos que ela descubra que eu parti e te pergunte, pois eu não quero que ela estrague a sua beleza chorando”
tenacious	persistente	You're persistent.	People like us, who believe in physics, know that the distinction between past, present, and future is only a stubbornly persistent illusion.	Você é persistente.	Quem, como nós, acredita na física sabe que a distinção entre passado, presente e futuro é apenas uma ilusão obstinadamente persistente
Tenant	Inquilino				
tender	macio	This blanket is too soft.	Unblended gold in its pure form is so soft, that one can knead it by hand.	Este cobertor é demasiado macio.	O ouro sem liga, na sua forma pura, é tão macio que se pode amassá-lo com a mão
tenderness	ternura	The world needs more tenderness.	The world needs more tenderness	O mundo precisa de mais ternura.	O mundo precisa de mais ternura
tendinitis	tendinite	About four years ago my Achilles tendon started to hurt and I was told it was Achilles tendonitis.	About four years ago my Achilles tendon started to hurt and I was told it was Achilles tendonitis.	Cerca de quatro anos atrás meu tendão de Aquiles começou a doer e me disseram que era tendinite de Aquiles.	Cerca de quatro anos atrás meu tendão de Aquiles começou a doer e me disseram que era tendinite de Aquiles
Tendon	Tendão				
tennis	tênis	I like tennis.	In modern professional tennis, winning a big tournament is considered a greater achievement than winning several smaller tournaments of the same combined value	Eu gosto de tênis.	No tênis profissional moderno, considera-se que ganhar um grande torneio é mais importante que vencer vários torneios de menor categoria, que, somados, possam equivaler ao grande
tent	barraca	We slept in a tent.	The leader should know where to set up the tent	Dormimos numa barraca.	O líder deveria saber onde montar a barraca
tentacle	tentáculo	At first, the small cephalopod is wary. Over time, she reaches out to him with one tentacle and eventually trusts him enough to sit on his chest and let him stroke her.	 Over time, she reaches out to him with one tentacle and eventually trusts him enough to sit on his chest and let him stroke her	Inicialmente, o pequeno cefalópode está desconfiado. Com o tempo, ela estende-lhe um tentáculo e acaba por confiar nele o suficiente para se assentar no seu peito e deixá-lo acariciá-la.	 Com o tempo, ela estende-lhe um tentáculo e acaba por confiar nele o suficiente para se assentar no seu peito e deixá-lo acariciá-la
tenth	décimo	Her office is on the tenth floor.	A truly incredible queen sacrifice was made by Kevin Spragett against Fred South in Ontario 1976: 1.e4 Nc6 2.Nf3 d6 3.d4 Bg4 4.d5 Ne5 5.Nxe5 Bxd1. Black gave up on the nineteenth move.	O escritório dela fica no décimo andar.	 As negras deram-se por vencidas no décimo nono lance
Terminus	terminal	Where is the bus terminal?	To come out alive, he had to navigate throwing himself from a plane above California's Simi Valley on Saturday, reaching terminal velocity (193 km/hour) in a belly-to-earth fall that lasted about two minutes, and land inside the 30 meter by 30 meter net awaiting him just above the desert floor.	Onde é o terminal de ônibus?	Para conseguir sobreviver, ele teve de lidar com atirar-se de um avião sobre o Vale Simi, na Califórnia, no sábado, atingindo a velocidade terminal (193 km/hora) numa queda de barriga voltada para o solo que durou cerca de dois minutos, e aterrar dentro da rede de 30 metros por 30 metros que o aguardava pouco acima da superfície do deserto
termitary	termitario				
Termite	Cupim				
terrace	terraço	The table is in the center of the terrace.	The above ground pool and deck overlook the pasture and rolling hills.	A mesa está no centro do terraço.	A piscina e o terraço acima do solo têm vista para as pastagens e colinas onduladas
terrible	Terrível	He is not Ivan The Terrible.	He is not Ivan The Terrible.	Ele não é o Iván o Terrível.	Ele não é o Iván o Terrível
terrier	terrier				
terrorism	terrorismo	We will never countenance terrorism.	"More than once in history have people revolted against the inequalities of life and refused to submit to the restraints of laws and creeds. They have often gone through a period of communism and red terror in the hope of realizing ultimately the Perfect State. Their leaders, undoubtedly sincere at first, espouse the utopian dream, declaring themselves the exponents of its ideals, the promised messengers of its blessings. But with the material for revolt ready at hand, and unable to resist the seductions of nascent power, they soon undergo that transformation which history identifies, often not unjustly, with demagogy, if they fail, or with autocracy, if they succeed. In either case, by utilizing the elements of negation in Society, they become apostles of violence, proclaiming the theory of ""creative destruction."" But instead of creating a utopia on the ruins of their making, they only succeed in setting up, as history shows, another government, which, no matter how just and sound its foundations are in theory, soon becomes in practice more despotic and corrupt."	Nunca apoiaremos o terrorismo.	 Frequentemente, passaram por um período de comunismo e terrorismo na esperança de alcançar o Estado Perfeito
terrorist	terrorista	Norway is not ready for another terror attack.	The sulfur dioxide fire Islamic State militants triggered last week is only the first stage in a plan that will see the extremists resort to chemical warfare in a bid to stave off Iraqi and Kurdish forces from retaking Mosul, the terror group’s last major urban stronghold in Iraq, military experts fear.	A Noruega não está preparada para outro ataque terrorista.	O incêndio com dióxido de enxofre desencadeado pelos militantes do Estado Islâmico na semana passada é apenas a primeira fase de um plano em que os extremistas recorrerão à guerra química numa tentativa de evitar que as forças iraquianas e curdas retomem o Mossul, o último grande reduto urbano do grupo terrorista no Iraque, temem os especialistas militares
